Index,CellType
1,CD8_Naive
2,CD8_Naive
3,Unknown
4,Unknown
5,NK_Cells
6,naive_T_effectors
7,Unknown
8,CD8_Naive
9,Teffector_CM
10,Unknown
11,naive_T_effectors
12,Unknown
13,Unknown
14,naive_T_effectors
15,CD8_Naive
16,CD8_Naive
17,CD8_Naive
18,gdTCR_Mem
19,naive_T_effectors
20,Teffector_CM
21,NK_Cells
22,Teffector_CM
23,naive_T_effectors
24,Teffector_CM
25,Teffector_CM
26,naive_T_effectors
27,naive_T_effectors
28,Unknown
29,naive_T_effectors
30,Teffector_CM
31,CD8_Naive
32,Unknown
33,CD8_Naive
34,Unknown
35,naive_T_effectors
36,Classical_mono
37,CD8_Naive
38,Unknown
39,Unknown
40,CD8_Naive
41,Unknown
42,Teffector_CM
43,CD8_Central_memory
44,Teffector_CM
45,Unknown
46,CD8_Naive
47,Teffector_CM
48,Classical_mono
49,Teffector_CM
50,naive_T_effectors
51,naive_T_effectors
52,B_cells_Mem
53,CD8_Naive
54,Teffector_CM
55,Classical_mono
56,Unknown
57,Classical_mono
58,Teffector_CM
59,naive_T_effectors
60,CD8_Naive
61,Unknown
62,Unknown
63,Unknown
64,gdTCR_Naive
65,CD8_Naive
66,naive_T_effectors
67,CD8_Naive
68,naive_T_effectors
69,CD8_Naive
70,Unknown
71,Teffector_CM
72,NK_Cells
73,naive_T_effectors
74,CD8_Naive
75,Treg_Naive
76,Unknown
77,Unknown
78,CD8_Naive
79,CD8_Naive
80,Classical_mono
81,naive_T_effectors
82,naive_T_effectors
83,B_cells_Mem
84,Unknown
85,Classical_mono
86,Treg_Mem
87,B_cells_Mem
88,Unknown
89,CD8_Naive
90,CD8_Naive
91,naive_T_effectors
92,CD8_Naive
93,Teffector_CM
94,Unknown
95,Teffector_CM
96,naive_T_effectors
97,Unknown
98,CD8_Naive
99,Unknown
100,naive_T_effectors
101,Teffector_CM
102,CD8_Naive
103,naive_T_effectors
104,naive_T_effectors
105,CD8_Naive
106,Unknown
107,Unknown
108,Unknown
109,naive_T_effectors
110,Unknown
111,naive_T_effectors
112,naive_T_effectors
113,Unknown
114,Unknown
115,Unknown
116,CD8_Naive
117,naive_T_effectors
118,B_cells_Naive
119,CD8_Naive
120,naive_T_effectors
121,CD8_Naive
122,CD8_Effectory_memory
123,Treg_Mem
124,Treg_Naive
125,CD8_Naive
126,naive_T_effectors
127,Unknown
128,Unknown
129,Unknown
130,gdTCR_Mem
131,CD8_Naive
132,naive_T_effectors
133,Unknown
134,CD8_Naive
135,Unknown
136,Unknown
137,naive_T_effectors
138,naive_T_effectors
139,CD8_Naive
140,gdTCR_Naive
141,naive_T_effectors
142,CD8_Naive
143,naive_T_effectors
144,B_cells_Naive
145,naive_T_effectors
146,CD8_Naive
147,Classical_mono
148,NK_Cells
149,naive_T_effectors
150,B_cells_Mem
151,Unknown
152,Teffector_CM
153,naive_T_effectors
154,CD8_Naive
155,Teffector_CM
156,CD8_Naive
157,naive_T_effectors
158,CD8_Naive
159,CD8_Effectory_memory
160,CD8_Central_memory
161,Unknown
162,Unknown
163,naive_T_effectors
164,B_cells_Naive
165,CD8_Naive
166,CD8_Naive
167,CD8_Naive
168,CD8_Naive
169,CD8_Naive
