Index,CellType
1,Teffector_CM
2,Unknown
3,Unknown
4,naive_T_effectors
5,CD8_Naive
6,NK_Cells
7,NK_Cells
8,Unknown
9,CD8_Naive
10,CD8_Naive
11,CD8_Naive
12,CD8_Naive
13,NK_Cells
14,CD8_Naive
15,Unknown
16,Unknown
17,Teffector_CM
18,Unknown
19,naive_T_effectors
20,Unknown
21,Unknown
22,CD8_Naive
23,naive_T_effectors
24,CD8_Naive
25,naive_T_effectors
26,naive_T_effectors
27,Unknown
28,Unknown
29,naive_T_effectors
30,naive_T_effectors
31,NK_Cells
32,CD8_Naive
33,CD8_Effectory_memory
34,CD8_Naive
35,Unknown
36,CD8_Central_memory
37,CD8_Naive
38,NK_Cells
39,B_cells_Naive
40,CD8_Naive
41,Unknown
42,NK_Cells
43,B_cells_Naive
44,B_cells_Naive
45,CD8_Naive
46,Unknown
47,Unknown
48,CD8_Naive
49,NK_Cells
50,CD8_Naive
51,NK_Cells
52,Teffector_CM
53,CD8_Naive
54,Unknown
55,CD8_Naive
56,CD8_Naive
57,CD8_Naive
58,Unknown
59,CD8_Naive
60,Teffector_CM
61,CD8_Naive
62,Unknown
63,Unknown
64,Unknown
65,B_cells_Naive
66,naive_T_effectors
67,Unknown
68,CD8_Naive
69,CD8_Effectory_memory
70,Teffector_EM
71,NK_Cells
72,naive_T_effectors
73,Unknown
74,Unknown
75,CD8_Naive
76,naive_T_effectors
77,B_cells_Mem
78,Teffector_CM
79,CD8_Naive
80,NK_Cells
81,Teffector_EM
82,CD8_Naive
83,NK_Cells
84,Teffector_CM
85,B_cells_Naive
86,Teffector_EM
87,CD8_Naive
88,CD8_Naive
89,Unknown
90,Unknown
91,CD8_Naive
92,Unknown
93,Unknown
94,Unknown
95,CD8_Naive
96,Unknown
97,CD8_Naive
98,Unknown
99,Unknown
100,Unknown
101,NK_Cells
102,CD8_Naive
103,CD8_Naive
104,NK_Cells
105,Unknown
106,CD8_Central_memory
107,Teffector_CM
108,Unknown
109,Unknown
110,Unknown
111,CD8_Naive
112,NK_Cells
113,Unknown
114,Teffector_CM
115,naive_T_effectors
116,Unknown
117,Teffector_CM
118,Unknown
119,naive_T_effectors
120,Unknown
121,Teffector_CM
122,Unknown
123,Unknown
124,Unknown
125,CD8_Naive
126,Treg_Naive
127,Treg_Mem
128,gdTCR_Mem
129,Unknown
130,Unknown
131,Unknown
132,NK_Cells
133,naive_T_effectors
134,Teffector_EM
135,CD8_Central_memory
136,CD8_Naive
137,naive_T_effectors
138,naive_T_effectors
139,CD8_Naive
140,Unknown
141,NK_Cells
142,CD8_Naive
143,CD8_Naive
144,naive_T_effectors
145,CD8_Naive
146,Unknown
147,Unknown
148,NK_Cells
149,CD8_Naive
150,CD8_Naive
151,naive_T_effectors
152,CD8_Central_memory
153,Teffector_CM
154,naive_T_effectors
155,Teffector_CM
156,CD8_Effectory_memory
157,CD8_Naive
158,naive_T_effectors
159,CD8_Naive
