Index,CellType
1,Teffector_CM
2,naive_T_effectors
3,Classical_mono
4,B_cells_Mem
5,naive_T_effectors
6,Treg_Mem
7,Unknown
8,naive_T_effectors
9,naive_T_effectors
10,CD8_Naive
11,Unknown
12,naive_T_effectors
13,naive_T_effectors
14,Unknown
15,naive_T_effectors
16,Unknown
17,Unknown
18,naive_T_effectors
19,naive_T_effectors
20,naive_T_effectors
21,Treg_Naive
22,Unknown
23,naive_T_effectors
24,naive_T_effectors
25,naive_T_effectors
26,Unknown
27,naive_T_effectors
28,naive_T_effectors
29,naive_T_effectors
30,naive_T_effectors
31,Unknown
32,Teffector_CM
33,CD8_Naive
34,Unknown
35,naive_T_effectors
36,Unknown
37,CD8_Naive
38,CD8_Naive
39,naive_T_effectors
40,naive_T_effectors
41,Classical_mono
42,naive_T_effectors
43,naive_T_effectors
44,naive_T_effectors
45,naive_T_effectors
46,naive_T_effectors
47,naive_T_effectors
48,Teffector_CM
49,Teffector_CM
50,Unknown
51,Unknown
52,CD8_Naive
53,naive_T_effectors
54,naive_T_effectors
55,naive_T_effectors
56,naive_T_effectors
57,Unknown
58,naive_T_effectors
59,CD8_Naive
60,Teffector_CM
61,naive_T_effectors
62,Teffector_CM
63,naive_T_effectors
64,Unknown
65,Unknown
66,Teffector_CM
67,naive_T_effectors
68,naive_T_effectors
69,naive_T_effectors
70,naive_T_effectors
71,Treg_Naive
72,naive_T_effectors
73,naive_T_effectors
74,naive_T_effectors
75,Treg_Naive
76,Unknown
77,CD8_Naive
78,Unknown
79,naive_T_effectors
80,naive_T_effectors
81,Unknown
82,naive_T_effectors
83,naive_T_effectors
84,naive_T_effectors
85,Classical_mono
86,Teffector_CM
87,Teffector_CM
88,gdTCR_Naive
89,naive_T_effectors
90,naive_T_effectors
91,CD8_Naive
92,naive_T_effectors
93,naive_T_effectors
94,naive_T_effectors
95,naive_T_effectors
96,naive_T_effectors
97,naive_T_effectors
98,naive_T_effectors
99,CD8_Naive
100,naive_T_effectors
101,naive_T_effectors
102,naive_T_effectors
103,naive_T_effectors
104,Unknown
105,Unknown
106,naive_T_effectors
107,naive_T_effectors
108,naive_T_effectors
109,Teffector_CM
110,naive_T_effectors
111,naive_T_effectors
112,naive_T_effectors
113,naive_T_effectors
114,Unknown
115,naive_T_effectors
116,naive_T_effectors
117,intermediate_mono
118,naive_T_effectors
119,naive_T_effectors
120,Teffector_CM
121,naive_T_effectors
122,Teffector_CM
123,naive_T_effectors
124,Classical_mono
125,naive_T_effectors
126,Teffector_CM
127,naive_T_effectors
128,naive_T_effectors
129,naive_T_effectors
130,naive_T_effectors
131,CD8_Naive
132,naive_T_effectors
133,naive_T_effectors
134,Teffector_CM
135,Treg_Mem
136,naive_T_effectors
137,CD8_Naive
138,Classical_mono
139,Unknown
140,Unknown
141,naive_T_effectors
142,Unknown
143,naive_T_effectors
144,B_cells_Naive
145,naive_T_effectors
146,naive_T_effectors
147,Treg_Naive
148,Treg_Naive
149,Teffector_CM
150,CD8_Naive
151,naive_T_effectors
152,naive_T_effectors
153,Unknown
154,naive_T_effectors
155,Classical_mono
156,Treg_Naive
157,naive_T_effectors
158,naive_T_effectors
159,naive_T_effectors
160,naive_T_effectors
161,naive_T_effectors
162,Teffector_CM
163,Classical_mono
164,B_cells_Mem
165,Unknown
166,B_cells_Naive
167,naive_T_effectors
168,naive_T_effectors
169,Unknown
170,Teffector_CM
171,naive_T_effectors
172,naive_T_effectors
173,CD8_Effectory_memory
174,naive_T_effectors
175,Classical_mono
176,naive_T_effectors
177,Classical_mono
178,Unknown
179,Teffector_CM
180,intermediate_mono
181,Unknown
182,Teffector_CM
183,naive_T_effectors
184,CD8_Naive
185,naive_T_effectors
186,naive_T_effectors
187,CD8_Effectory_memory
188,naive_T_effectors
189,naive_T_effectors
190,Teffector_CM
191,naive_T_effectors
192,naive_T_effectors
193,Unknown
194,naive_T_effectors
195,Unknown
196,naive_T_effectors
197,naive_T_effectors
198,naive_T_effectors
199,Classical_mono
200,naive_T_effectors
201,naive_T_effectors
202,naive_T_effectors
203,Unknown
204,naive_T_effectors
205,naive_T_effectors
206,CD8_Naive
207,naive_T_effectors
208,Teffector_EM
209,naive_T_effectors
210,Treg_Mem
211,Teffector_CM
212,naive_T_effectors
213,naive_T_effectors
214,CD8_Naive
215,CD8_Central_memory
216,naive_T_effectors
217,Unknown
218,naive_T_effectors
219,Unknown
220,Teffector_CM
221,Unknown
222,Unknown
223,naive_T_effectors
224,naive_T_effectors
225,Unknown
226,Treg_Naive
227,Classical_mono
228,naive_T_effectors
229,naive_T_effectors
230,pDCs
231,naive_T_effectors
232,naive_T_effectors
233,Unknown
234,naive_T_effectors
235,Treg_Naive
236,naive_T_effectors
237,naive_T_effectors
238,Teffector_CM
239,naive_T_effectors
240,Teffector_EM
241,naive_T_effectors
242,Classical_mono
243,naive_T_effectors
244,Classical_mono
245,Teffector_CM
246,naive_T_effectors
247,naive_T_effectors
248,naive_T_effectors
249,Teffector_CM
250,naive_T_effectors
251,Teffector_CM
252,Unknown
253,naive_T_effectors
254,Teffector_EM
255,Unknown
256,Unknown
257,Unknown
258,naive_T_effectors
259,Teffector_CM
260,naive_T_effectors
261,naive_T_effectors
262,Teffector_CM
263,naive_T_effectors
264,Unknown
265,naive_T_effectors
266,naive_T_effectors
267,naive_T_effectors
268,Unknown
269,Unknown
270,Unknown
271,CD8_Central_memory
272,CD8_Naive
273,Unknown
