Index,CellType
1,Unknown
2,CD8_Naive
3,Unknown
4,naive_T_effectors
5,CD8_Naive
6,Classical_mono
7,Unknown
8,Teffector_CM
9,Unknown
10,naive_T_effectors
11,CD8_Naive
12,CD8_Naive
13,Unknown
14,naive_T_effectors
15,CD8_Naive
16,CD8_Naive
17,Unknown
18,gdTCR_Naive
19,Teffector_CM
20,gdTCR_Mem
21,CD8_Naive
22,CD8_Naive
23,Classical_mono
24,naive_T_effectors
25,naive_T_effectors
26,naive_T_effectors
27,Treg_Naive
28,naive_T_effectors
29,Treg_Mem
30,naive_T_effectors
31,CD8_Central_memory
32,Unknown
33,Unknown
34,gdTCR_Mem
35,naive_T_effectors
36,Unknown
37,naive_T_effectors
38,CD8_Naive
39,naive_T_effectors
40,naive_T_effectors
41,Unknown
42,NK_Cells
43,Unknown
44,Unknown
45,naive_T_effectors
46,naive_T_effectors
47,naive_T_effectors
48,Teffector_CM
49,CD8_Naive
50,CD8_Central_memory
51,Unknown
52,Teffector_CM
53,naive_T_effectors
54,naive_T_effectors
55,naive_T_effectors
56,naive_T_effectors
57,CD8_Naive
58,Unknown
59,naive_T_effectors
60,CD8_Naive
61,naive_T_effectors
62,Teffector_CM
63,CD8_Naive
64,Unknown
65,CD8_Naive
66,naive_T_effectors
67,Unknown
68,CD8_Naive
69,Unknown
70,CD8_Naive
71,NK_Cells
72,CD8_Naive
73,CD8_Central_memory
74,Teffector_CM
75,Unknown
76,CD8_Naive
77,NK_Cells
78,CD8_Effectory_memory
79,naive_T_effectors
80,Unknown
81,Unknown
82,Treg_Mem
83,NK_Cells
84,Unknown
85,Teffector_CM
86,Unknown
87,CD8_Naive
88,naive_T_effectors
89,Unknown
90,Unknown
91,Unknown
92,CD8_Naive
93,CD8_Naive
94,CD8_Central_memory
95,CD8_Naive
96,CD8_Naive
97,naive_T_effectors
98,Unknown
99,CD8_Naive
100,gdTCR_Mem
101,Unknown
102,NK_Cells
103,Unknown
104,B_cells_Naive
105,Classical_mono
106,Unknown
107,CD8_Naive
108,Unknown
109,CD8_Naive
110,NK_Cells
111,naive_T_effectors
112,Unknown
113,NK_Cells
114,naive_T_effectors
115,Unknown
116,Treg_Mem
117,NK_Cells
118,naive_T_effectors
119,Unknown
120,naive_T_effectors
121,naive_T_effectors
122,naive_T_effectors
123,naive_T_effectors
124,CD8_Naive
125,naive_T_effectors
126,Classical_mono
127,Teffector_CM
128,naive_T_effectors
129,naive_T_effectors
130,B_cells_Naive
131,naive_T_effectors
132,naive_T_effectors
133,naive_T_effectors
134,Unknown
135,CD8_Naive
136,Classical_mono
137,CD8_Naive
138,CD8_Central_memory
139,B_cells_Naive
140,Teffector_CM
