Index,CellType
1,naive_T_effectors
2,CD8_Naive
3,CD8_Naive
4,naive_T_effectors
5,CD8_Naive
6,naive_T_effectors
7,naive_T_effectors
8,Classical_mono
9,CD8_Naive
10,Classical_mono
11,Unknown
12,CD8_Naive
13,Unknown
14,CD8_Naive
15,NK_Cells
16,CD8_Naive
17,gdTCR_Mem
18,NK_Cells
19,CD8_Naive
20,CD8_Naive
21,naive_T_effectors
22,Unknown
23,Teffector_CM
24,gdTCR_Mem
25,Unknown
26,naive_T_effectors
27,naive_T_effectors
28,Treg_Mem
29,naive_T_effectors
30,naive_T_effectors
31,Teffector_CM
32,naive_T_effectors
33,Unknown
34,gdTCR_Naive
35,NK_Cells
36,B_cells_Naive
37,Unknown
38,CD8_Naive
39,CD8_Naive
40,CD8_Naive
41,Unknown
42,Unknown
43,CD8_Naive
44,CD8_Naive
45,CD8_Naive
46,NK_Cells
47,CD8_Naive
48,Treg_Naive
49,Classical_mono
50,Teffector_CM
51,Teffector_CM
52,naive_T_effectors
53,naive_T_effectors
54,NK_Cells
55,naive_T_effectors
56,CD8_Naive
57,naive_T_effectors
58,naive_T_effectors
59,gdTCR_Naive
60,naive_T_effectors
61,CD8_Naive
62,gdTCR_Mem
63,CD8_Naive
64,Unknown
65,CD8_Naive
66,CD8_Effectory_memory
67,Teffector_CM
68,gdTCR_Naive
69,gdTCR_Mem
70,naive_T_effectors
71,CD8_Naive
72,CD8_Naive
73,B_cells_Naive
74,naive_T_effectors
75,CD8_Effectory_memory
76,CD8_Naive
77,gdTCR_Mem
78,CD8_Naive
79,Treg_Mem
80,CD8_Naive
81,NK_Cells
82,Unknown
83,CD8_Naive
84,Classical_mono
85,Classical_mono
86,Unknown
87,Teffector_CM
88,CD8_Naive
89,CD8_Naive
90,naive_T_effectors
91,naive_T_effectors
92,CD8_Naive
93,naive_T_effectors
94,B_cells_Naive
95,Teffector_CM
96,Unknown
97,Unknown
98,CD8_Effectory_memory
99,Unknown
100,naive_T_effectors
101,CD8_Naive
102,Unknown
103,CD8_Naive
104,CD8_Naive
105,naive_T_effectors
106,naive_T_effectors
107,naive_T_effectors
108,Teffector_CM
109,Unknown
110,CD8_Naive
111,Treg_Naive
112,Teffector_CM
113,naive_T_effectors
114,CD8_Naive
115,NK_Cells
116,naive_T_effectors
117,naive_T_effectors
118,CD8_Naive
119,Unknown
120,Unknown
121,naive_T_effectors
122,Unknown
123,CD8_Naive
124,naive_T_effectors
125,naive_T_effectors
126,Classical_mono
127,gdTCR_Mem
128,naive_T_effectors
129,Unknown
130,naive_T_effectors
131,naive_T_effectors
132,CD8_Naive
133,naive_T_effectors
134,Unknown
135,CD8_Naive
136,CD8_Naive
137,Classical_mono
138,CD8_Naive
139,naive_T_effectors
140,Unknown
141,naive_T_effectors
142,Unknown
143,CD8_Naive
144,CD8_Effectory_memory
145,Classical_mono
146,CD8_Central_memory
147,CD8_Naive
148,naive_T_effectors
149,Treg_Naive
150,CD8_Central_memory
151,CD8_Naive
152,naive_T_effectors
153,CD8_Naive
154,Unknown
155,Treg_Mem
156,CD8_Naive
157,Unknown
158,Treg_Mem
159,Unknown
160,Unknown
161,B_cells_Mem
162,Unknown
163,CD8_Naive
164,mDC2
165,CD8_Naive
166,CD8_Naive
167,Unknown
168,Teffector_EM
169,Unknown
170,B_cells_Naive
171,gdTCR_Naive
172,CD8_Naive
173,Unknown
174,Teffector_EM
175,naive_T_effectors
176,CD8_Naive
177,naive_T_effectors
178,B_cells_Mem
