Index,CellType
1,Unknown
2,CD8_Naive
3,Unknown
4,NK_Cells
5,NK_Cells
6,B_cells_Naive
7,naive_T_effectors
8,Teffector_CM
9,CD8_Central_memory
10,Unknown
11,Unknown
12,B_cells_Mem
13,CD8_PeaReactive
14,naive_T_effectors
15,NK_Cells
16,Teffector_CM
17,NK_Cells
18,Unknown
19,NK_Cells
20,Unknown
21,naive_T_effectors
22,Teffector_EM
23,Teffector_CM
24,CD8_Central_memory
25,naive_T_effectors
26,Unknown
27,NK_Cells
28,B_cells_Naive
29,naive_T_effectors
30,naive_T_effectors
31,B_cells_Mem
32,Unknown
33,Unknown
34,naive_T_effectors
35,naive_T_effectors
36,CD8_Naive
37,naive_T_effectors
38,gdTCR_Mem
39,naive_T_effectors
40,Treg_Mem
41,Teffector_CM
42,CD8_Central_memory
43,Treg_Mem
44,naive_T_effectors
45,CD8_Naive
46,CD8_Naive
47,naive_T_effectors
48,CD8_PeaReactive
49,naive_T_effectors
50,Unknown
51,B_cells_Naive
52,B_cells_Naive
53,CD8_Naive
54,naive_T_effectors
55,naive_T_effectors
56,NK_Cells
57,naive_T_effectors
58,Teffector_CM
59,naive_T_effectors
60,Classical_mono
61,Classical_mono
62,NK_Cells
63,Teffector_CM
64,Unknown
65,Unknown
66,Classical_mono
67,naive_T_effectors
68,naive_T_effectors
69,Teffector_CM
70,Teffector_CM
71,naive_T_effectors
72,naive_T_effectors
73,Teffector_CM
74,naive_T_effectors
75,naive_T_effectors
76,NK_Cells
77,Teffector_CM
78,Unknown
79,naive_T_effectors
80,Unknown
81,naive_T_effectors
82,Teffector_CM
83,Unknown
84,naive_T_effectors
85,naive_T_effectors
86,naive_T_effectors
87,CD8_Effectory_memory
88,CD8_Naive
89,CD8_Effectory_memory
90,Teffector_CM
91,naive_T_effectors
92,Unknown
93,Teffector_CM
94,naive_T_effectors
95,naive_T_effectors
96,B_cells_Mem
97,Teffector_CM
98,naive_T_effectors
99,CD8_Central_memory
100,Teffector_CM
101,Teffector_CM
102,naive_T_effectors
103,naive_T_effectors
104,CD8_Naive
105,CD8_Naive
106,Teffector_CM
107,naive_T_effectors
108,Unknown
109,Unknown
110,CD8_Naive
111,naive_T_effectors
112,Unknown
113,naive_T_effectors
114,Teffector_CM
115,naive_T_effectors
116,naive_T_effectors
117,Unknown
118,naive_T_effectors
119,naive_T_effectors
120,Treg_Naive
121,CD8_Central_memory
122,Teffector_CM
123,naive_T_effectors
124,Unknown
125,Classical_mono
126,NK_Cells
127,Unknown
128,Teffector_CM
129,naive_T_effectors
130,Unknown
131,Treg_Naive
132,Teffector_CM
133,CD8_Central_memory
134,Unknown
135,B_cells_Naive
136,NK_Cells
