Index,CellType
1,B_cells_Naive
2,Unknown
3,Unknown
4,Unknown
5,CD8_Naive
6,CD8_Naive
7,Treg_Mem
8,gdTCR_Mem
9,Teffector_CM
10,Classical_mono
11,NK_Cells
12,Treg_Mem
13,naive_T_effectors
14,Unknown
15,B_cells_Naive
16,naive_T_effectors
17,CD8_Naive
18,Teffector_EM
19,gdTCR_Mem
20,Treg_Naive
21,B_cells_Mem
22,Treg_Naive
23,Unknown
24,naive_T_effectors
25,Classical_mono
26,Unknown
27,B_cells_Mem
28,NK_Cells
29,CD8_Naive
30,naive_T_effectors
31,gdTCR_Mem
32,CD8_Naive
33,Teffector_CM
34,B_cells_Mem
35,CD8_Effectory_memory
36,B_cells_Naive
37,naive_T_effectors
38,B_cells_Naive
39,CD8_Naive
40,naive_T_effectors
41,naive_T_effectors
42,naive_T_effectors
43,B_cells_Mem
44,naive_T_effectors
45,naive_T_effectors
46,NK_Cells
47,CD4_PeaReactive
48,CD8_Naive
49,naive_T_effectors
50,CD8_Naive
51,CD8_Naive
52,gdTCR_Mem
53,naive_T_effectors
54,B_cells_Naive
55,naive_T_effectors
56,naive_T_effectors
57,NK_Cells
58,gdTCR_Mem
59,NK_Cells
60,naive_T_effectors
61,NK_Cells
62,Unknown
63,Classical_mono
64,Unknown
65,Teffector_EM
66,B_cells_Mem
67,Unknown
68,naive_T_effectors
69,CD4_PeaReactive
70,naive_T_effectors
71,Unknown
72,Classical_mono
73,Classical_mono
74,naive_T_effectors
75,naive_T_effectors
76,CD8_Naive
77,naive_T_effectors
78,naive_T_effectors
79,B_cells_Naive
80,Teffector_CM
81,gdTCR_Mem
82,NK_Cells
83,Unknown
84,B_cells_Mem
85,B_cells_Mem
86,naive_T_effectors
87,Unknown
88,CD8_Naive
89,Teffector_CM
90,naive_T_effectors
91,B_cells_Naive
92,CD8_Naive
93,CD8_Naive
94,Unknown
95,Unknown
96,gdTCR_Mem
97,NK_Cells
98,CD8_Naive
99,CD8_Naive
100,Unknown
101,naive_T_effectors
102,CD8_Naive
103,Unknown
104,B_cells_Naive
105,Teffector_EM
106,Treg_Naive
107,CD8_Naive
108,Unknown
109,naive_T_effectors
110,naive_T_effectors
111,CD8_Naive
112,naive_T_effectors
113,Unknown
114,naive_T_effectors
115,CD8_Naive
116,Unknown
117,Unknown
118,Teffector_CM
119,Teffector_CM
120,naive_T_effectors
121,Unknown
122,naive_T_effectors
123,Unknown
124,Unknown
125,Treg_Mem
126,naive_T_effectors
127,Unknown
128,B_cells_Mem
129,mDC2
130,B_cells_Naive
131,Teffector_CM
132,CD8_Naive
133,Unknown
134,naive_T_effectors
135,Treg_Naive
136,Unknown
137,NK_Cells
138,NK_Cells
139,naive_T_effectors
140,NK_Cells
141,Unknown
142,Unknown
143,naive_T_effectors
144,CD8_Naive
145,B_cells_Naive
146,B_cells_Naive
147,CD8_Naive
148,naive_T_effectors
149,B_cells_Naive
150,CD8_Effectory_memory
151,NK_Cells
152,CD8_Naive
153,naive_T_effectors
154,B_cells_Naive
155,NK_Cells
156,Unknown
157,gdTCR_Mem
158,NK_Cells
159,Unknown
160,naive_T_effectors
161,naive_T_effectors
162,Teffector_EM
163,Teffector_CM
164,NK_Cells
165,naive_T_effectors
166,CD4_PeaReactive
167,naive_T_effectors
168,Unknown
169,naive_T_effectors
170,naive_T_effectors
171,Teffector_EM
172,B_cells_Mem
173,Classical_mono
174,naive_T_effectors
175,naive_T_effectors
176,Unknown
177,Unknown
178,Unknown
179,Unknown
180,Teffector_CM
181,Teffector_CM
182,NK_Cells
183,Unknown
184,CD8_Naive
185,CD8_Naive
186,Unknown
187,Treg_Naive
188,Treg_Naive
189,Treg_Naive
190,B_cells_Naive
191,naive_T_effectors
192,gdTCR_Mem
193,NK_Cells
194,naive_T_effectors
195,naive_T_effectors
196,Unknown
197,NK_Cells
198,CD8_Effectory_memory
199,Classical_mono
200,gdTCR_Mem
201,CD8_Naive
202,Unknown
203,CD8_Naive
204,naive_T_effectors
205,NK_Cells
206,B_cells_Naive
207,B_cells_Naive
208,CD8_Naive
209,Unknown
210,Unknown
211,naive_T_effectors
212,NK_Cells
213,naive_T_effectors
214,CD8_Effectory_memory
215,CD8_Naive
216,Unknown
217,Treg_Mem
218,NK_Cells
219,B_cells_Mem
220,CD8_Naive
221,Unknown
222,Unknown
223,Teffector_CM
224,naive_T_effectors
225,Teffector_CM
226,Classical_mono
227,naive_T_effectors
228,Teffector_CM
229,naive_T_effectors
230,Unknown
231,B_cells_Mem
232,B_cells_Naive
233,Unknown
234,B_cells_Mem
235,naive_T_effectors
236,Unknown
237,naive_T_effectors
238,gdTCR_Mem
239,naive_T_effectors
240,Teffector_CM
241,naive_T_effectors
242,Unknown
243,Unknown
244,Unknown
245,Teffector_CM
246,Unknown
247,naive_T_effectors
248,naive_T_effectors
249,CD8_Central_memory
250,naive_T_effectors
251,B_cells_Naive
252,CD8_Effectory_memory
253,Treg_Mem
254,Unknown
255,naive_T_effectors
256,Classical_mono
257,naive_T_effectors
258,naive_T_effectors
259,B_cells_Naive
260,Teffector_CM
261,Teffector_CM
262,naive_T_effectors
263,Unknown
264,Unknown
265,NK_Cells
266,Teffector_CM
267,CD4_PeaReactive
268,gdTCR_Mem
269,gdTCR_Mem
270,Unknown
271,naive_T_effectors
272,CD8_Naive
273,Unknown
274,B_cells_Naive
275,Unknown
276,Teffector_CM
277,NK_Cells
278,B_cells_Mem
279,Unknown
280,CD8_Naive
281,naive_T_effectors
282,CD8_Effectory_memory
283,NK_Cells
284,Teffector_EM
285,Classical_mono
286,B_cells_Mem
287,Classical_mono
288,naive_T_effectors
289,Unknown
290,Unknown
291,Unknown
292,CD8_Effectory_memory
293,Unknown
294,B_cells_Naive
295,Unknown
296,naive_T_effectors
297,CD8_Naive
298,CD8_Naive
299,Unknown
300,NK_Cells
301,CD8_Naive
302,naive_T_effectors
303,naive_T_effectors
304,CD8_Effectory_memory
305,Teffector_CM
306,CD8_Naive
307,Unknown
308,gdTCR_Naive
309,naive_T_effectors
310,Classical_mono
311,naive_T_effectors
312,Unknown
313,NK_Cells
314,Classical_mono
315,naive_T_effectors
316,CD8_Naive
317,NK_Cells
318,Classical_mono
319,B_cells_Mem
320,naive_T_effectors
321,Unknown
322,B_cells_Naive
323,gdTCR_Naive
324,NK_Cells
325,B_cells_Naive
326,naive_T_effectors
327,CD8_Naive
328,B_cells_Naive
329,NK_Cells
330,Unknown
331,NK_Cells
332,naive_T_effectors
333,Unknown
334,NK_Cells
335,naive_T_effectors
336,Unknown
337,naive_T_effectors
338,CD8_Naive
339,naive_T_effectors
340,naive_T_effectors
341,CD8_Effectory_memory
342,Teffector_CM
343,Treg_Mem
344,naive_T_effectors
345,naive_T_effectors
346,Unknown
347,Unknown
348,Teffector_CM
349,naive_T_effectors
350,naive_T_effectors
351,gdTCR_Naive
352,Classical_mono
353,Unknown
354,naive_T_effectors
355,NK_Cells
356,NK_Cells
357,gdTCR_Mem
358,naive_T_effectors
359,Unknown
360,naive_T_effectors
361,Classical_mono
362,Teffector_CM
363,Teffector_CM
364,Unknown
365,Classical_mono
366,B_cells_Naive
367,Unknown
368,NK_Cells
369,Teffector_CM
370,Classical_mono
371,CD8_Naive
372,NK_Cells
373,naive_T_effectors
374,CD8_Naive
375,B_cells_Naive
376,CD8_Naive
377,NK_Cells
378,gdTCR_Mem
379,CD8_Naive
380,naive_T_effectors
381,naive_T_effectors
382,naive_T_effectors
383,Teffector_CM
384,Unknown
385,B_cells_Naive
386,B_cells_Naive
387,naive_T_effectors
388,Unknown
389,Teffector_CM
390,CD8_Naive
391,CD8_Naive
392,Teffector_CM
393,CD8_Naive
394,Unknown
395,B_cells_Naive
396,CD8_Naive
397,NK_Cells
398,Unknown
399,CD8_Naive
400,CD8_Naive
401,CD8_Naive
402,NK_Cells
403,gdTCR_Mem
404,B_cells_Naive
405,CD8_Naive
406,CD8_Naive
407,naive_T_effectors
408,naive_T_effectors
409,NK_Cells
410,naive_T_effectors
411,naive_T_effectors
412,B_cells_Naive
413,B_cells_Naive
414,Classical_mono
415,Teffector_CM
416,Teffector_CM
417,Unknown
418,naive_T_effectors
419,Unknown
420,naive_T_effectors
421,Unknown
422,Unknown
423,naive_T_effectors
424,gdTCR_Mem
425,naive_T_effectors
426,NK_Cells
427,B_cells_Naive
428,Unknown
429,naive_T_effectors
430,Treg_Mem
431,CD8_Naive
432,gdTCR_Mem
433,NK_Cells
434,gdTCR_Mem
435,gdTCR_Mem
436,B_cells_Naive
437,naive_T_effectors
438,Unknown
439,CD8_Naive
440,CD8_Naive
441,naive_T_effectors
442,naive_T_effectors
443,gdTCR_Mem
444,gdTCR_Mem
445,Teffector_CM
446,naive_T_effectors
447,naive_T_effectors
448,naive_T_effectors
449,NK_Cells
450,naive_T_effectors
451,CD8_Naive
452,CD8_Naive
453,naive_T_effectors
454,Unknown
455,B_cells_Naive
456,Teffector_CM
457,CD8_Naive
458,Teffector_CM
459,B_cells_Naive
460,CD8_Naive
461,naive_T_effectors
462,Classical_mono
463,Unknown
464,B_cells_Naive
465,CD8_Naive
466,naive_T_effectors
467,CD8_Central_memory
468,naive_T_effectors
469,CD8_Naive
470,B_cells_Naive
471,Unknown
472,Unknown
473,CD8_Naive
474,CD8_Naive
475,Classical_mono
476,naive_T_effectors
477,Treg_Naive
478,naive_T_effectors
479,CD8_Naive
480,NK_Cells
481,Teffector_CM
482,Teffector_CM
483,CD8_Naive
484,naive_T_effectors
485,Classical_mono
486,naive_T_effectors
487,naive_T_effectors
488,naive_T_effectors
489,naive_T_effectors
490,B_cells_Naive
491,gdTCR_Mem
492,Unknown
493,Treg_Naive
494,naive_T_effectors
495,naive_T_effectors
496,Unknown
497,B_cells_Naive
498,Teffector_CM
499,CD8_Naive
500,Unknown
501,Unknown
502,CD8_Naive
503,naive_T_effectors
504,Unknown
505,Teffector_CM
506,NK_Cells
507,naive_T_effectors
508,CD8_Naive
509,B_cells_Mem
510,naive_T_effectors
511,naive_T_effectors
512,CD8_Naive
513,naive_T_effectors
514,Unknown
515,CD8_Naive
516,Treg_Mem
517,naive_T_effectors
518,B_cells_Mem
519,B_cells_Mem
520,gdTCR_Mem
521,B_cells_Naive
522,Treg_Naive
523,naive_T_effectors
524,NK_Cells
525,Unknown
526,NK_Cells
527,B_cells_Naive
528,Unknown
529,naive_T_effectors
530,Classical_mono
531,gdTCR_Mem
532,CD8_Naive
533,Unknown
534,Unknown
535,naive_T_effectors
536,NK_Cells
537,naive_T_effectors
538,Treg_Mem
539,NK_Cells
540,B_cells_Naive
541,gdTCR_Mem
542,CD8_Naive
543,Treg_Naive
544,Unknown
545,Classical_mono
546,B_cells_Naive
547,CD8_Naive
548,Treg_Naive
549,Treg_Naive
550,CD8_Naive
551,naive_T_effectors
552,CD8_Naive
553,Classical_mono
554,CD8_Naive
555,CD8_Naive
556,Teffector_EM
557,Teffector_CM
558,Unknown
559,B_cells_Naive
560,CD8_Naive
561,Teffector_CM
562,naive_T_effectors
563,Teffector_CM
564,B_cells_Mem
565,gdTCR_Mem
566,Classical_mono
567,naive_T_effectors
568,naive_T_effectors
569,Treg_Naive
570,gdTCR_Mem
571,Classical_mono
572,naive_T_effectors
573,Unknown
574,gdTCR_Mem
575,Unknown
576,CD8_Naive
577,naive_T_effectors
578,Unknown
579,Unknown
580,CD8_Naive
581,CD8_Naive
582,naive_T_effectors
