Index,CellType
1,CD8_Naive
2,CD8_Naive
3,Teffector_CM
4,naive_T_effectors
5,CD8_Naive
6,naive_T_effectors
7,gdTCR_Mem
8,Unknown
9,CD8_Naive
10,CD8_Naive
11,gdTCR_Mem
12,CD8_Naive
13,Unknown
14,Unknown
15,CD8_Naive
16,CD8_Naive
17,NK_Cells
18,Treg_Mem
19,gdTCR_Mem
20,CD8_Naive
21,gdTCR_Mem
22,Teffector_CM
23,NK_Cells
24,CD8_Naive
25,CD8_Naive
26,naive_T_effectors
27,naive_T_effectors
28,naive_T_effectors
29,naive_T_effectors
30,Unknown
31,naive_T_effectors
32,B_cells_Mem
33,Unknown
34,naive_T_effectors
35,CD8_Naive
36,Unknown
37,CD8_Naive
38,Unknown
39,naive_T_effectors
40,B_cells_Mem
41,CD8_Naive
42,naive_T_effectors
43,Teffector_CM
44,Unknown
45,CD8_Central_memory
46,CD8_Naive
47,CD8_Naive
48,Unknown
49,naive_T_effectors
50,Treg_Naive
51,naive_T_effectors
52,Treg_Naive
53,Unknown
54,naive_T_effectors
55,naive_T_effectors
56,naive_T_effectors
57,gdTCR_Mem
58,naive_T_effectors
59,CD8_Effectory_memory
60,Unknown
61,naive_T_effectors
62,B_cells_Mem
63,Classical_mono
64,naive_T_effectors
65,CD8_Naive
66,CD8_Effectory_memory
67,Teffector_CM
68,naive_T_effectors
69,CD8_Naive
70,CD8_Naive
71,naive_T_effectors
72,CD8_Naive
73,CD8_Naive
74,naive_T_effectors
75,naive_T_effectors
76,Teffector_CM
77,CD8_Naive
78,gdTCR_Mem
79,naive_T_effectors
80,gdTCR_Naive
81,naive_T_effectors
82,CD8_Naive
83,CD8_Naive
84,CD8_Naive
85,gdTCR_Mem
86,Teffector_CM
87,Unknown
88,Unknown
89,naive_T_effectors
90,B_cells_Mem
91,CD8_Naive
92,Teffector_CM
93,CD8_Naive
94,CD8_Naive
95,Unknown
96,Unknown
97,CD8_Naive
98,B_cells_Naive
99,naive_T_effectors
100,Teffector_CM
101,CD8_Naive
102,B_cells_Naive
103,NK_Cells
104,CD8_Naive
105,Unknown
106,Unknown
107,naive_T_effectors
108,naive_T_effectors
109,Unknown
110,naive_T_effectors
111,Unknown
112,CD8_Naive
113,Teffector_CM
114,NK_Cells
115,Teffector_CM
116,naive_T_effectors
117,CD8_Naive
118,naive_T_effectors
119,naive_T_effectors
120,CD8_Naive
121,naive_T_effectors
122,CD8_Naive
123,CD8_Naive
124,CD8_Central_memory
125,CD8_Naive
126,Treg_Naive
127,Unknown
128,naive_T_effectors
129,CD8_Naive
130,Teffector_CM
131,Unknown
132,naive_T_effectors
133,CD8_Naive
134,naive_T_effectors
135,CD8_Naive
136,Unknown
137,naive_T_effectors
138,naive_T_effectors
139,Treg_Naive
140,Treg_Naive
141,Treg_Mem
142,CD8_Naive
143,CD8_Naive
144,naive_T_effectors
145,naive_T_effectors
146,naive_T_effectors
147,CD8_Naive
148,naive_T_effectors
149,naive_T_effectors
150,gdTCR_Mem
151,Teffector_CM
152,naive_T_effectors
153,Teffector_CM
154,Classical_mono
155,Teffector_CM
156,Unknown
157,gdTCR_Mem
158,CD8_Naive
159,Unknown
160,NK_Cells
161,CD8_Naive
