Index,CellType
1,Unknown
2,NK_Cells
3,naive_T_effectors
4,Teffector_EM
5,naive_T_effectors
6,Unknown
7,CD8_Naive
8,Unknown
9,B_cells_Naive
10,B_cells_Naive
11,B_cells_Naive
12,CD8_Naive
13,B_cells_Naive
14,Teffector_CM
15,Unknown
16,Unknown
17,B_cells_Naive
18,Unknown
19,B_cells_Naive
20,gdTCR_Mem
21,naive_T_effectors
22,Unknown
23,Unknown
24,NK_Cells
25,Treg_Mem
26,naive_T_effectors
27,naive_T_effectors
28,CD8_Effectory_memory
29,Unknown
30,CD8_Naive
31,Unknown
32,naive_T_effectors
33,gdTCR_Mem
34,Unknown
35,Unknown
36,Unknown
37,naive_T_effectors
38,Teffector_CM
39,CD8_Naive
40,Teffector_CM
41,CD8_Naive
42,Unknown
43,Teffector_EM
44,Unknown
45,naive_T_effectors
46,Unknown
47,CD8_Naive
48,Teffector_CM
49,Unknown
50,Unknown
51,naive_T_effectors
52,naive_T_effectors
53,B_cells_Naive
54,CD8_Naive
55,Unknown
56,B_cells_Naive
57,B_cells_Naive
58,Unknown
59,CD8_Naive
60,naive_T_effectors
61,naive_T_effectors
62,naive_T_effectors
63,CD8_Naive
64,Unknown
65,Unknown
66,Treg_Naive
67,NK_Cells
68,CD8_Naive
69,Teffector_CM
70,naive_T_effectors
71,Unknown
72,gdTCR_Mem
73,Unknown
74,B_cells_Naive
75,CD8_Central_memory
76,naive_T_effectors
77,CD8_Naive
78,Unknown
79,B_cells_Naive
80,Teffector_CM
81,Teffector_EM
82,Teffector_CM
83,B_cells_Naive
84,naive_T_effectors
85,CD8_Naive
86,CD8_Naive
87,naive_T_effectors
88,B_cells_Naive
89,Unknown
90,NK_Cells
91,Unknown
92,CD8_Central_memory
93,NK_Cells
94,Unknown
95,naive_T_effectors
96,Unknown
97,naive_T_effectors
98,Unknown
99,Unknown
100,naive_T_effectors
101,Unknown
102,Unknown
103,B_cells_Mem
104,naive_T_effectors
105,naive_T_effectors
106,Unknown
107,naive_T_effectors
108,naive_T_effectors
109,CD8_Naive
110,CD8_Naive
111,CD8_Naive
112,CD8_Naive
113,naive_T_effectors
114,naive_T_effectors
115,Teffector_CM
116,Teffector_CM
117,naive_T_effectors
118,NK_Cells
119,B_cells_Mem
120,naive_T_effectors
121,Unknown
122,NK_Cells
123,naive_T_effectors
124,CD8_Naive
125,Teffector_CM
126,NK_Cells
127,B_cells_Naive
128,Teffector_CM
129,CD8_Naive
130,naive_T_effectors
131,Unknown
132,CD8_Effectory_memory
133,naive_T_effectors
134,CD8_Naive
135,CD8_PeaReactive
136,Unknown
137,naive_T_effectors
138,naive_T_effectors
139,naive_T_effectors
140,Unknown
141,CD8_Naive
142,Unknown
143,NK_Cells
144,Unknown
145,naive_T_effectors
146,CD8_Naive
147,Unknown
148,B_cells_Naive
149,naive_T_effectors
150,Unknown
151,Unknown
152,CD8_PeaReactive
153,naive_T_effectors
154,Unknown
155,naive_T_effectors
156,NK_Cells
157,CD8_Naive
158,Unknown
159,NK_Cells
160,NK_Cells
161,CD8_Effectory_memory
162,naive_T_effectors
163,naive_T_effectors
164,CD8_Naive
165,naive_T_effectors
166,B_cells_Naive
167,naive_T_effectors
168,CD8_Effectory_memory
169,NK_Cells
170,naive_T_effectors
171,NK_Cells
172,naive_T_effectors
173,naive_T_effectors
174,naive_T_effectors
175,CD8_Central_memory
176,NK_Cells
177,Unknown
178,B_cells_Naive
179,Teffector_CM
180,Treg_Mem
181,CD8_Central_memory
182,Unknown
183,Teffector_CM
184,Teffector_CM
185,CD8_Naive
186,B_cells_Naive
187,naive_T_effectors
188,Teffector_CM
189,CD8_Central_memory
190,CD8_Naive
191,Unknown
192,Unknown
193,naive_T_effectors
194,Unknown
195,naive_T_effectors
196,CD8_Naive
197,naive_T_effectors
198,naive_T_effectors
199,naive_T_effectors
