Index,CellType
1,naive_T_effectors
2,Unknown
3,Teffector_CM
4,CD8_Naive
5,naive_T_effectors
6,CD8_Naive
7,Treg_Naive
8,naive_T_effectors
9,naive_T_effectors
10,Classical_mono
11,Teffector_EM
12,CD8_Naive
13,CD8_Naive
14,naive_T_effectors
15,gdTCR_Naive
16,CD8_Naive
17,CD8_Naive
18,Classical_mono
19,naive_T_effectors
20,CD8_Effectory_memory
21,CD8_Naive
22,Classical_mono
23,Teffector_CM
24,CD8_Naive
25,Unknown
26,CD8_Naive
27,Teffector_CM
28,naive_T_effectors
29,gdTCR_Mem
30,naive_T_effectors
31,CD8_Naive
32,naive_T_effectors
33,CD8_Naive
34,Unknown
35,B_cells_Mem
36,CD8_Naive
37,Teffector_CM
38,Classical_mono
39,Unknown
40,CD8_Naive
41,gdTCR_Naive
42,Treg_Naive
43,gdTCR_Naive
44,Treg_Naive
45,Treg_Mem
46,CD8_Naive
47,CD8_Naive
48,CD8_Naive
49,CD8_Naive
50,CD8_Central_memory
51,CD8_Naive
52,CD8_Naive
53,Classical_mono
54,CD8_Naive
55,naive_T_effectors
56,naive_T_effectors
57,naive_T_effectors
58,CD8_Naive
59,naive_T_effectors
60,NK_Cells
61,Unknown
62,naive_T_effectors
63,Unknown
64,Unknown
65,naive_T_effectors
66,Unknown
67,CD8_Naive
68,CD8_Naive
69,CD8_Naive
70,naive_T_effectors
71,CD8_Naive
72,Teffector_CM
73,naive_T_effectors
74,gdTCR_Mem
75,CD8_Naive
76,Unknown
77,B_cells_Naive
78,B_cells_Mem
79,CD8_Naive
80,CD8_Naive
81,CD8_Naive
82,CD8_Effectory_memory
83,CD8_Naive
84,Unknown
85,CD8_Effectory_memory
86,naive_T_effectors
87,naive_T_effectors
88,naive_T_effectors
89,CD8_Naive
90,CD8_Naive
91,naive_T_effectors
92,Unknown
93,CD8_Naive
94,CD8_Naive
95,CD8_Naive
96,Teffector_CM
97,gdTCR_Mem
98,NK_Cells
99,CD8_Effectory_memory
100,naive_T_effectors
101,naive_T_effectors
102,Unknown
103,NK_Cells
104,naive_T_effectors
105,CD8_Naive
106,naive_T_effectors
107,B_cells_Naive
108,naive_T_effectors
109,Teffector_CM
110,naive_T_effectors
111,Teffector_CM
112,Unknown
113,Teffector_CM
114,Teffector_CM
115,naive_T_effectors
116,Treg_Mem
117,CD8_Central_memory
118,CD8_Naive
119,CD8_Naive
120,naive_T_effectors
121,naive_T_effectors
122,CD8_Naive
123,naive_T_effectors
124,CD8_Naive
125,CD8_Naive
126,Teffector_CM
127,Teffector_CM
128,Teffector_CM
129,naive_T_effectors
130,Unknown
131,CD8_Naive
132,CD8_Naive
133,Unknown
134,naive_T_effectors
135,naive_T_effectors
136,gdTCR_Mem
137,CD8_Naive
138,Unknown
139,CD8_Naive
140,CD8_Naive
141,CD8_Naive
142,CD8_Naive
143,CD8_Naive
144,CD8_Naive
145,CD8_Naive
146,Unknown
147,CD8_Naive
148,Unknown
149,CD8_Naive
150,Unknown
151,CD8_Naive
152,Unknown
153,CD8_Naive
154,naive_T_effectors
155,Teffector_CM
156,NK_Cells
157,Unknown
158,CD8_Naive
159,Teffector_CM
160,naive_T_effectors
161,CD8_Naive
162,CD8_Naive
163,Teffector_CM
164,gdTCR_Mem
165,naive_T_effectors
166,CD8_Naive
167,CD8_Naive
168,Teffector_CM
169,gdTCR_Naive
170,naive_T_effectors
171,CD8_Naive
172,Unknown
173,naive_T_effectors
174,Teffector_CM
175,Unknown
176,CD8_Naive
177,CD8_Naive
178,CD8_Naive
179,CD8_Naive
180,CD8_Naive
181,CD8_Naive
182,CD8_Effectory_memory
183,B_cells_Naive
184,naive_T_effectors
185,CD8_Naive
186,Unknown
187,naive_T_effectors
188,naive_T_effectors
189,gdTCR_Naive
190,Treg_Naive
191,CD8_Naive
192,naive_T_effectors
193,CD8_Naive
194,naive_T_effectors
195,Teffector_CM
196,naive_T_effectors
197,Teffector_EM
198,CD8_Naive
199,CD8_Naive
200,Teffector_CM
201,naive_T_effectors
202,CD8_Naive
203,Teffector_CM
204,mCD1
205,CD8_Naive
206,Unknown
207,Treg_Mem
208,naive_T_effectors
209,gdTCR_Naive
210,naive_T_effectors
211,CD8_Naive
212,NK_Cells
213,naive_T_effectors
214,naive_T_effectors
215,NK_Cells
216,naive_T_effectors
217,Teffector_CM
218,naive_T_effectors
219,CD8_Effectory_memory
220,gdTCR_Naive
221,Treg_Naive
222,Unknown
223,NK_Cells
224,Treg_Naive
225,Unknown
226,CD8_Central_memory
227,naive_T_effectors
228,Unknown
229,Classical_mono
230,NK_Cells
231,CD8_Naive
232,Teffector_CM
233,naive_T_effectors
234,CD8_Naive
235,CD8_Naive
236,Unknown
237,naive_T_effectors
238,Teffector_CM
239,Teffector_EM
240,naive_T_effectors
241,CD8_Naive
242,gdTCR_Naive
243,naive_T_effectors
244,naive_T_effectors
245,B_cells_Mem
246,Teffector_CM
247,naive_T_effectors
248,CD8_Naive
249,Unknown
250,Teffector_CM
251,naive_T_effectors
252,B_cells_Naive
253,CD8_Naive
254,CD8_Naive
255,Treg_Mem
256,gdTCR_Mem
257,naive_T_effectors
258,Unknown
259,Unknown
260,naive_T_effectors
261,naive_T_effectors
262,NK_Cells
263,B_cells_Mem
264,naive_T_effectors
265,CD8_Naive
266,CD8_Naive
267,B_cells_Mem
268,CD8_Naive
269,naive_T_effectors
270,Treg_Naive
271,naive_T_effectors
272,naive_T_effectors
273,naive_T_effectors
274,Unknown
275,Classical_mono
276,Unknown
277,CD8_Naive
278,gdTCR_Mem
279,CD8_Naive
280,CD8_Naive
281,B_cells_Mem
282,naive_T_effectors
283,B_cells_Mem
284,CD8_Naive
285,CD8_Naive
286,naive_T_effectors
287,CD8_Naive
288,naive_T_effectors
289,naive_T_effectors
290,CD8_Naive
291,Teffector_CM
292,Teffector_CM
293,CD8_Effectory_memory
294,CD8_Naive
295,Teffector_CM
296,Teffector_EM
297,gdTCR_Mem
298,Unknown
299,CD8_Effectory_memory
300,NK_Cells
301,naive_T_effectors
302,Unknown
303,gdTCR_Mem
304,CD8_Naive
305,naive_T_effectors
306,naive_T_effectors
307,Teffector_CM
308,Treg_Naive
309,NK_Cells
310,naive_T_effectors
311,NK_Cells
312,naive_T_effectors
313,naive_T_effectors
314,CD8_Naive
315,Unknown
316,Classical_mono
317,B_cells_Mem
318,Unknown
319,CD8_Effectory_memory
320,CD8_Naive
321,CD8_Naive
322,naive_T_effectors
323,naive_T_effectors
324,gdTCR_Mem
325,CD8_Naive
326,Teffector_CM
327,naive_T_effectors
328,CD8_Naive
329,CD8_Naive
330,Unknown
331,gdTCR_Naive
332,NK_Cells
333,CD8_Naive
334,Unknown
335,naive_T_effectors
336,NK_Cells
337,CD8_Naive
338,gdTCR_Naive
339,naive_T_effectors
340,CD8_Naive
341,Unknown
342,CD8_Naive
343,CD8_Central_memory
344,Treg_Mem
345,naive_T_effectors
346,Treg_Naive
347,Unknown
348,naive_T_effectors
349,gdTCR_Naive
350,naive_T_effectors
351,Teffector_EM
352,Classical_mono
353,Teffector_CM
354,gdTCR_Mem
355,CD8_Naive
356,gdTCR_Naive
357,CD8_Naive
358,naive_T_effectors
359,Teffector_CM
360,naive_T_effectors
361,NK_Cells
362,CD8_Naive
363,CD8_Naive
364,Unknown
365,naive_T_effectors
366,Unknown
367,Unknown
368,naive_T_effectors
369,CD8_Naive
370,CD8_Naive
371,naive_T_effectors
372,Unknown
373,CD8_Naive
374,naive_T_effectors
375,naive_T_effectors
376,CD8_Naive
377,naive_T_effectors
378,Unknown
379,CD8_Naive
380,Teffector_CM
381,naive_T_effectors
382,Classical_mono
383,Teffector_CM
384,Unknown
385,CD8_Naive
386,Treg_Mem
387,Unknown
388,Unknown
389,naive_T_effectors
390,gdTCR_Naive
391,Teffector_CM
392,CD8_Naive
393,CD8_Naive
394,Unknown
395,Teffector_CM
396,naive_T_effectors
397,CD8_Naive
398,naive_T_effectors
399,CD8_Central_memory
400,Unknown
401,Treg_Mem
402,Unknown
403,Unknown
404,Treg_Mem
405,CD8_Naive
406,Unknown
407,naive_T_effectors
