Index,CellType
1,naive_T_effectors
2,CD8_Naive
3,Unknown
4,naive_T_effectors
5,naive_T_effectors
6,CD8_Naive
7,naive_T_effectors
8,CD8_Naive
9,CD8_Naive
10,naive_T_effectors
11,naive_T_effectors
12,CD8_Naive
13,Teffector_CM
14,naive_T_effectors
15,CD8_Naive
16,naive_T_effectors
17,naive_T_effectors
18,naive_T_effectors
19,Unknown
20,Unknown
21,naive_T_effectors
22,naive_T_effectors
23,naive_T_effectors
24,CD8_Naive
25,CD8_Naive
26,CD8_Naive
27,naive_T_effectors
28,Unknown
29,B_cells_Mem
30,naive_T_effectors
31,naive_T_effectors
32,naive_T_effectors
33,CD8_Naive
34,CD8_Naive
35,naive_T_effectors
36,naive_T_effectors
37,naive_T_effectors
38,naive_T_effectors
39,naive_T_effectors
40,CD8_Naive
41,Unknown
42,CD8_Naive
43,CD8_Naive
44,naive_T_effectors
45,Unknown
46,naive_T_effectors
47,Unknown
48,naive_T_effectors
49,naive_T_effectors
50,naive_T_effectors
51,naive_T_effectors
52,naive_T_effectors
53,Unknown
54,CD8_Naive
55,Unknown
56,CD8_Naive
57,naive_T_effectors
58,naive_T_effectors
59,naive_T_effectors
60,NK_Cells
61,Teffector_CM
62,CD8_Naive
63,naive_T_effectors
64,naive_T_effectors
65,naive_T_effectors
66,naive_T_effectors
67,CD8_Naive
68,naive_T_effectors
69,naive_T_effectors
70,Treg_Naive
71,CD8_Naive
72,naive_T_effectors
73,naive_T_effectors
74,naive_T_effectors
75,naive_T_effectors
76,naive_T_effectors
77,naive_T_effectors
78,naive_T_effectors
79,Teffector_CM
80,CD8_Naive
81,naive_T_effectors
82,naive_T_effectors
83,naive_T_effectors
84,naive_T_effectors
85,CD8_Naive
86,naive_T_effectors
87,NK_Cells
88,Teffector_CM
89,naive_T_effectors
90,Unknown
91,naive_T_effectors
92,Unknown
93,Teffector_CM
94,naive_T_effectors
95,naive_T_effectors
96,naive_T_effectors
97,Teffector_CM
98,naive_T_effectors
99,Unknown
100,naive_T_effectors
101,Treg_Naive
102,naive_T_effectors
103,naive_T_effectors
104,naive_T_effectors
105,Unknown
106,naive_T_effectors
107,naive_T_effectors
108,CD8_Naive
109,CD8_Naive
110,naive_T_effectors
111,naive_T_effectors
112,naive_T_effectors
113,Unknown
114,CD8_Naive
115,CD8_Effectory_memory
116,naive_T_effectors
117,Unknown
118,CD8_Naive
119,gdTCR_Mem
120,naive_T_effectors
121,Treg_Naive
122,CD8_Naive
123,naive_T_effectors
124,Unknown
125,NK_Cells
126,naive_T_effectors
127,naive_T_effectors
128,CD8_Naive
129,naive_T_effectors
130,naive_T_effectors
131,naive_T_effectors
132,naive_T_effectors
133,naive_T_effectors
134,naive_T_effectors
135,naive_T_effectors
136,CD8_Naive
137,naive_T_effectors
138,naive_T_effectors
139,naive_T_effectors
140,naive_T_effectors
141,CD8_Naive
142,Unknown
143,naive_T_effectors
144,naive_T_effectors
145,naive_T_effectors
146,naive_T_effectors
147,Treg_Naive
148,naive_T_effectors
149,naive_T_effectors
150,CD8_Naive
151,naive_T_effectors
152,Teffector_EM
153,naive_T_effectors
154,naive_T_effectors
155,CD8_Naive
156,naive_T_effectors
157,Teffector_CM
158,naive_T_effectors
159,naive_T_effectors
160,Treg_Mem
161,CD8_Naive
162,naive_T_effectors
163,naive_T_effectors
164,naive_T_effectors
165,naive_T_effectors
166,naive_T_effectors
167,Teffector_CM
168,Teffector_CM
169,naive_T_effectors
170,CD8_Naive
