Index,CellType
1,Unknown
2,CD8_Central_memory
3,naive_T_effectors
4,Teffector_CM
5,naive_T_effectors
6,Teffector_CM
7,naive_T_effectors
8,naive_T_effectors
9,Teffector_CM
10,NK_Cells
11,NK_Cells
12,Teffector_CM
13,B_cells_Naive
14,CD8_Naive
15,Teffector_CM
16,naive_T_effectors
17,Teffector_CM
18,CD8_Naive
19,naive_T_effectors
20,naive_T_effectors
21,naive_T_effectors
22,Unknown
23,naive_T_effectors
24,NK_Cells
25,Unknown
26,Unknown
27,NK_Cells
28,CD8_Naive
29,Unknown
30,Teffector_CM
31,Unknown
32,Teffector_CM
33,CD8_Naive
34,gdTCR_Mem
35,NK_Cells
36,B_cells_Naive
37,Teffector_CM
38,naive_T_effectors
39,CD8_Central_memory
40,Unknown
41,Teffector_CM
42,naive_T_effectors
43,naive_T_effectors
44,naive_T_effectors
45,naive_T_effectors
46,Unknown
47,CD8_Naive
48,CD8_Naive
49,CD8_Naive
50,naive_T_effectors
51,Teffector_CM
52,Teffector_CM
53,NK_Cells
54,naive_T_effectors
55,Treg_Mem
56,CD8_Naive
57,CD8_Central_memory
58,Classical_mono
59,Unknown
60,CD8_Naive
61,naive_T_effectors
62,Unknown
63,Teffector_CM
64,CD8_Naive
65,naive_T_effectors
66,Teffector_CM
67,CD8_Naive
68,Unknown
69,Unknown
70,Teffector_EM
71,naive_T_effectors
72,naive_T_effectors
73,Classical_mono
74,Unknown
75,Teffector_CM
76,CD8_Naive
77,CD8_PeaReactive
78,gdTCR_Mem
79,gdTCR_Mem
80,gdTCR_Mem
81,Teffector_CM
82,naive_T_effectors
83,NK_Cells
84,CD8_Central_memory
85,Unknown
86,CD8_Naive
87,B_cells_Naive
88,Teffector_CM
89,NK_Cells
90,CD8_Naive
91,B_cells_Naive
92,naive_T_effectors
93,CD8_Naive
94,naive_T_effectors
95,CD8_Naive
96,CD8_Central_memory
97,CD8_Naive
98,naive_T_effectors
99,naive_T_effectors
100,Unknown
101,NK_Cells
102,CD8_Naive
103,CD8_Naive
104,naive_T_effectors
105,naive_T_effectors
106,naive_T_effectors
107,naive_T_effectors
108,Unknown
109,naive_T_effectors
110,Unknown
111,Unknown
112,Unknown
