Index,CellType
1,Teffector_CM
2,naive_T_effectors
3,Unknown
4,CD8_Naive
5,naive_T_effectors
6,naive_T_effectors
7,Unknown
8,naive_T_effectors
9,gdTCR_Naive
10,CD8_Naive
11,naive_T_effectors
12,Treg_Mem
13,CD8_Naive
14,Unknown
15,NK_Cells
16,naive_T_effectors
17,CD8_Naive
18,NK_Cells
19,NK_Cells
20,NK_Cells
21,Teffector_CM
22,CD4_PeaReactive
23,CD8_Naive
24,Classical_mono
25,naive_T_effectors
26,Classical_mono
27,naive_T_effectors
28,Treg_Mem
29,Unknown
30,NK_Cells
31,CD8_Naive
32,Teffector_CM
33,Classical_mono
34,naive_T_effectors
35,Unknown
36,CD8_Naive
37,naive_T_effectors
38,Classical_mono
39,naive_T_effectors
40,CD8_Naive
41,naive_T_effectors
42,CD8_Naive
43,CD8_Naive
44,Unknown
45,Unknown
46,Unknown
47,NK_Cells
48,CD8_Naive
49,CD8_Naive
50,Treg_Mem
51,NK_Cells
52,NK_Cells
53,NK_Cells
54,NK_Cells
55,naive_T_effectors
56,Teffector_CM
57,NK_Cells
58,Classical_mono
59,Unknown
60,CD8_Naive
61,CD8_Naive
62,CD8_Naive
63,CD8_Naive
64,CD8_Naive
65,CD8_Naive
66,Teffector_CM
67,naive_T_effectors
68,Teffector_CM
69,NK_Cells
70,CD8_Naive
71,CD8_Naive
72,Classical_mono
73,CD8_Naive
74,CD8_Naive
75,CD8_Naive
76,CD8_Central_memory
77,CD8_Naive
78,CD8_Central_memory
79,NK_Cells
80,CD8_Naive
81,CD8_Naive
82,CD8_Naive
83,naive_T_effectors
84,NK_Cells
85,gdTCR_Mem
86,Treg_Naive
87,Classical_mono
88,Unknown
89,CD8_Naive
90,NK_Cells
91,CD8_Effectory_memory
92,NK_Cells
93,CD8_Effectory_memory
94,naive_T_effectors
95,naive_T_effectors
96,NK_Cells
97,Unknown
98,naive_T_effectors
99,naive_T_effectors
100,CD8_Naive
101,NK_Cells
102,CD8_Naive
103,naive_T_effectors
104,NK_Cells
105,naive_T_effectors
106,CD8_Central_memory
107,Teffector_CM
108,Unknown
109,Unknown
110,CD8_Central_memory
111,Classical_mono
112,NK_Cells
113,naive_T_effectors
114,CD8_Naive
115,CD8_Naive
116,NK_Cells
117,naive_T_effectors
118,CD8_Naive
119,CD8_Naive
120,Classical_mono
121,Unknown
122,NK_Cells
123,naive_T_effectors
124,Unknown
125,Teffector_EM
126,naive_T_effectors
127,NK_Cells
128,naive_T_effectors
129,CD8_Naive
130,NK_Cells
131,Teffector_CM
132,naive_T_effectors
133,CD8_Naive
134,naive_T_effectors
135,Teffector_CM
136,CD8_Naive
137,CD8_Naive
138,CD8_Naive
139,CD8_Naive
140,CD8_Naive
141,CD8_Naive
142,CD8_Naive
143,naive_T_effectors
144,naive_T_effectors
145,naive_T_effectors
146,CD8_Naive
147,Unknown
148,naive_T_effectors
149,Classical_mono
150,NK_Cells
151,NK_Cells
152,Classical_mono
153,NK_Cells
154,naive_T_effectors
155,NK_Cells
156,naive_T_effectors
157,Treg_Mem
158,Teffector_CM
159,naive_T_effectors
160,Unknown
161,CD8_Naive
162,CD8_Naive
163,NK_Cells
164,NK_Cells
165,naive_T_effectors
166,NK_Cells
167,Unknown
168,CD8_Naive
169,naive_T_effectors
170,CD8_Effectory_memory
171,CD8_Central_memory
172,CD8_Naive
173,CD8_Naive
174,naive_T_effectors
175,Unknown
176,Treg_Mem
177,NK_Cells
178,NK_Cells
179,Unknown
180,Classical_mono
181,CD8_Naive
182,naive_T_effectors
183,naive_T_effectors
184,Unknown
185,CD8_Naive
186,CD8_Naive
187,NK_Cells
188,CD8_Naive
189,CD8_Naive
190,NK_Cells
191,CD8_Naive
192,CD8_Naive
193,naive_T_effectors
194,NK_Cells
195,naive_T_effectors
196,Unknown
197,CD8_Naive
198,Teffector_EM
199,Unknown
200,Teffector_CM
201,Teffector_CM
202,CD8_Naive
203,NK_Cells
204,naive_T_effectors
205,naive_T_effectors
206,CD8_Naive
207,Teffector_CM
208,CD8_Naive
209,CD8_Naive
210,naive_T_effectors
211,CD8_Naive
212,NK_Cells
213,naive_T_effectors
214,CD8_Naive
215,Classical_mono
216,CD8_Naive
217,CD8_Naive
218,CD8_Central_memory
219,Unknown
220,CD8_Naive
221,mCD1
222,naive_T_effectors
223,Teffector_CM
224,CD8_Naive
225,CD8_Naive
226,Unknown
227,NK_Cells
228,naive_T_effectors
229,NK_Cells
230,Teffector_CM
231,Unknown
232,naive_T_effectors
233,Classical_mono
234,Classical_mono
235,CD8_Central_memory
236,CD8_Naive
237,CD8_Naive
238,CD8_Naive
239,CD8_Naive
240,naive_T_effectors
241,Teffector_CM
242,Classical_mono
243,NK_Cells
244,Teffector_CM
245,Classical_mono
246,Unknown
247,Unknown
248,Teffector_CM
249,Unknown
250,Unknown
251,CD8_Naive
252,CD8_Naive
253,naive_T_effectors
254,Teffector_CM
255,CD8_Naive
256,NK_Cells
257,CD8_Naive
258,Unknown
259,naive_T_effectors
260,CD8_Naive
261,CD8_Central_memory
262,NK_Cells
263,CD8_Naive
264,naive_T_effectors
265,CD8_Naive
266,naive_T_effectors
267,naive_T_effectors
268,CD8_Naive
269,NK_Cells
270,Teffector_CM
271,CD8_Naive
272,NK_Cells
273,Unknown
274,Unknown
275,Unknown
276,CD8_Naive
277,Classical_mono
278,naive_T_effectors
279,naive_T_effectors
280,CD8_Central_memory
