Index,CellType
1,CD8_Naive
2,Teffector_CM
3,CD8_Naive
4,Unknown
5,naive_T_effectors
6,CD8_Naive
7,CD8_Naive
8,Unknown
9,CD8_Naive
10,Unknown
11,Teffector_EM
12,CD8_Naive
13,NK_Cells
14,NK_Cells
15,Unknown
16,CD8_Naive
17,NK_Cells
18,NK_Cells
19,Treg_Mem
20,Classical_mono
21,Unknown
22,Teffector_CM
23,CD8_Naive
24,CD8_Naive
25,CD8_Naive
26,Teffector_CM
27,Unknown
28,CD8_Naive
29,Unknown
30,Unknown
31,CD8_Naive
32,Teffector_CM
33,naive_T_effectors
34,CD8_Naive
35,Teffector_CM
36,B_cells_Naive
37,CD8_Naive
38,Unknown
39,Unknown
40,CD8_Naive
41,CD8_Naive
42,B_cells_Naive
43,CD8_Naive
44,CD8_Naive
45,CD8_Naive
46,CD8_Naive
47,Treg_Mem
48,Unknown
49,CD8_Naive
50,Teffector_CM
51,gdTCR_Mem
52,Teffector_CM
53,Teffector_CM
54,CD8_Naive
55,gdTCR_Mem
56,CD8_Naive
57,naive_T_effectors
58,CD8_Naive
59,Unknown
60,Unknown
61,CD8_Naive
62,CD8_Naive
63,Unknown
64,CD8_Naive
65,Teffector_CM
66,Teffector_CM
67,CD8_Naive
68,Unknown
69,Unknown
70,CD8_Naive
71,NK_Cells
72,Unknown
73,CD8_Naive
74,NK_Cells
75,naive_T_effectors
76,Teffector_EM
77,Classical_mono
78,Teffector_CM
79,Unknown
80,CD8_Naive
81,Unknown
82,naive_T_effectors
83,Teffector_CM
84,CD8_Naive
85,CD8_Naive
86,Unknown
87,CD8_Naive
88,naive_T_effectors
89,naive_T_effectors
90,NK_Cells
91,naive_T_effectors
92,CD8_Naive
93,NK_Cells
94,naive_T_effectors
95,CD8_Naive
96,CD8_Naive
97,NK_Cells
98,Unknown
99,Teffector_CM
100,B_cells_Naive
101,naive_T_effectors
102,NK_Cells
103,Unknown
104,CD8_Effectory_memory
105,Teffector_EM
106,Unknown
107,NK_Cells
108,CD8_Naive
109,naive_T_effectors
110,CD8_Naive
111,Unknown
112,CD8_Naive
113,naive_T_effectors
114,Classical_mono
115,CD8_Naive
116,B_cells_Mem
117,CD8_Naive
118,CD8_Naive
119,Classical_mono
120,Unknown
121,Treg_Mem
122,CD8_Naive
123,Unknown
124,Unknown
125,Unknown
126,Unknown
127,Unknown
128,naive_T_effectors
129,naive_T_effectors
130,Unknown
131,CD8_Naive
132,Treg_Mem
133,CD8_Naive
134,naive_T_effectors
135,CD8_Naive
136,CD8_Naive
137,B_cells_Mem
138,naive_T_effectors
139,Unknown
140,Unknown
141,Classical_mono
142,naive_T_effectors
143,Unknown
144,CD8_Naive
145,B_cells_Naive
146,Unknown
147,CD8_Naive
148,Teffector_CM
149,CD8_Naive
150,CD8_Naive
151,CD8_Naive
152,CD8_Naive
153,CD8_Central_memory
154,CD8_Naive
155,naive_T_effectors
156,Unknown
157,Unknown
158,Unknown
159,NK_Cells
160,Unknown
161,Unknown
162,NK_Cells
163,CD8_Naive
164,CD8_Naive
165,CD8_Naive
166,Teffector_CM
167,gdTCR_Mem
168,naive_T_effectors
