Index,CellType
1,Unknown
2,naive_T_effectors
3,Unknown
4,Unknown
5,naive_T_effectors
6,Treg_Naive
7,naive_T_effectors
8,Unknown
9,naive_T_effectors
10,naive_T_effectors
11,naive_T_effectors
12,naive_T_effectors
13,naive_T_effectors
14,naive_T_effectors
15,B_cells_Mem
16,CD8_Naive
17,Unknown
18,naive_T_effectors
19,naive_T_effectors
20,naive_T_effectors
21,naive_T_effectors
22,naive_T_effectors
23,naive_T_effectors
24,naive_T_effectors
25,naive_T_effectors
26,B_cells_Mem
27,Unknown
28,Unknown
29,Unknown
30,Unknown
31,naive_T_effectors
32,naive_T_effectors
33,Unknown
34,naive_T_effectors
35,naive_T_effectors
36,Teffector_CM
37,naive_T_effectors
38,naive_T_effectors
39,naive_T_effectors
40,naive_T_effectors
41,naive_T_effectors
42,Treg_Naive
43,naive_T_effectors
44,CD8_Naive
45,Teffector_CM
46,naive_T_effectors
47,naive_T_effectors
48,naive_T_effectors
49,naive_T_effectors
50,naive_T_effectors
51,Unknown
52,naive_T_effectors
53,naive_T_effectors
54,naive_T_effectors
55,NK_Cells
56,naive_T_effectors
57,Treg_Naive
58,Teffector_CM
59,CD8_Naive
60,naive_T_effectors
61,Teffector_CM
62,Unknown
63,naive_T_effectors
64,CD8_Naive
65,naive_T_effectors
66,Treg_Naive
67,naive_T_effectors
68,Unknown
69,naive_T_effectors
70,naive_T_effectors
71,naive_T_effectors
72,naive_T_effectors
73,naive_T_effectors
74,CD8_Naive
75,CD8_Naive
76,CD8_Central_memory
77,Unknown
78,naive_T_effectors
79,Unknown
80,naive_T_effectors
81,Treg_Naive
82,naive_T_effectors
83,naive_T_effectors
84,naive_T_effectors
85,naive_T_effectors
86,naive_T_effectors
87,naive_T_effectors
88,CD8_Naive
89,naive_T_effectors
90,naive_T_effectors
91,CD8_Naive
92,Classical_mono
93,naive_T_effectors
94,naive_T_effectors
95,naive_T_effectors
96,Classical_mono
97,CD8_Naive
98,naive_T_effectors
99,naive_T_effectors
100,Unknown
101,naive_T_effectors
102,Unknown
103,naive_T_effectors
104,naive_T_effectors
105,CD8_Naive
106,naive_T_effectors
107,naive_T_effectors
108,Teffector_CM
109,naive_T_effectors
110,naive_T_effectors
111,naive_T_effectors
112,naive_T_effectors
113,CD8_Naive
114,Teffector_CM
115,naive_T_effectors
116,naive_T_effectors
117,Unknown
118,Unknown
119,Unknown
120,Teffector_CM
121,naive_T_effectors
122,naive_T_effectors
123,naive_T_effectors
124,CD8_Naive
125,CD8_Naive
126,naive_T_effectors
127,Unknown
128,naive_T_effectors
129,naive_T_effectors
130,naive_T_effectors
131,naive_T_effectors
132,naive_T_effectors
133,naive_T_effectors
134,Unknown
135,naive_T_effectors
136,naive_T_effectors
137,naive_T_effectors
138,CD8_Naive
139,naive_T_effectors
140,naive_T_effectors
141,Treg_Naive
142,naive_T_effectors
143,naive_T_effectors
144,Teffector_CM
145,naive_T_effectors
146,Teffector_CM
147,CD8_Naive
148,naive_T_effectors
149,gdTCR_Naive
150,naive_T_effectors
151,naive_T_effectors
152,naive_T_effectors
153,naive_T_effectors
154,Classical_mono
155,naive_T_effectors
156,naive_T_effectors
157,naive_T_effectors
158,Unknown
159,naive_T_effectors
160,naive_T_effectors
161,naive_T_effectors
162,CD8_Naive
163,naive_T_effectors
164,naive_T_effectors
165,Teffector_EM
166,naive_T_effectors
167,naive_T_effectors
168,naive_T_effectors
169,Treg_Naive
170,naive_T_effectors
171,naive_T_effectors
172,naive_T_effectors
173,naive_T_effectors
174,Teffector_CM
175,Classical_mono
176,Teffector_CM
177,naive_T_effectors
178,naive_T_effectors
179,naive_T_effectors
180,CD8_Naive
181,naive_T_effectors
182,naive_T_effectors
183,CD8_Naive
184,naive_T_effectors
185,Classical_mono
186,Unknown
187,Teffector_CM
188,naive_T_effectors
189,naive_T_effectors
190,naive_T_effectors
191,naive_T_effectors
192,Unknown
193,Teffector_CM
194,Unknown
195,Unknown
196,naive_T_effectors
197,naive_T_effectors
198,naive_T_effectors
199,Unknown
200,Teffector_CM
201,Unknown
202,naive_T_effectors
203,naive_T_effectors
204,naive_T_effectors
205,Teffector_CM
206,naive_T_effectors
207,naive_T_effectors
208,naive_T_effectors
209,Treg_Naive
210,naive_T_effectors
211,naive_T_effectors
212,CD8_Naive
213,naive_T_effectors
214,naive_T_effectors
215,naive_T_effectors
216,Treg_Naive
217,naive_T_effectors
218,naive_T_effectors
219,CD8_Naive
220,Unknown
221,naive_T_effectors
222,naive_T_effectors
223,naive_T_effectors
224,Unknown
225,naive_T_effectors
226,Treg_Naive
227,CD8_Naive
228,naive_T_effectors
229,naive_T_effectors
