Index,CellType
1,CD8_Naive
2,Unknown
3,CD8_Naive
4,NK_Cells
5,Classical_mono
6,Unknown
7,naive_T_effectors
8,CD8_Naive
9,NK_Cells
10,Classical_mono
11,naive_T_effectors
12,NK_Cells
13,NK_Cells
14,CD8_Naive
15,CD8_Naive
16,NK_Cells
17,Classical_mono
18,NK_Cells
19,Classical_mono
20,CD8_Naive
21,NK_Cells
22,Classical_mono
23,CD8_Naive
24,Teffector_CM
25,CD8_Naive
26,CD8_Naive
27,NK_Cells
28,CD8_Naive
29,Unknown
30,NK_Cells
31,CD8_Naive
32,NK_Cells
33,Classical_mono
34,Unknown
35,Classical_mono
36,NK_Cells
37,Classical_mono
38,NK_Cells
39,Unknown
40,Classical_mono
41,naive_T_effectors
42,Classical_mono
43,NK_Cells
44,CD8_Naive
45,Classical_mono
46,naive_T_effectors
47,naive_T_effectors
48,CD8_Naive
49,Classical_mono
50,CD8_Naive
51,Teffector_CM
52,CD8_Naive
53,naive_T_effectors
54,NK_Cells
55,NK_Cells
56,CD8_Naive
57,Classical_mono
58,NK_Cells
59,CD8_Naive
60,NK_Cells
61,CD8_Naive
62,Unknown
63,Classical_mono
64,Teffector_CM
65,CD8_Naive
66,Classical_mono
67,Teffector_CM
68,Classical_mono
69,naive_T_effectors
70,CD8_Naive
71,Unknown
72,naive_T_effectors
73,naive_T_effectors
74,naive_T_effectors
75,NK_Cells
76,CD8_Naive
77,NK_Cells
78,Unknown
79,NK_Cells
80,CD8_Naive
81,Unknown
82,NK_Cells
83,CD8_Naive
84,naive_T_effectors
85,Classical_mono
86,Classical_mono
87,Classical_mono
88,CD8_Naive
89,CD8_Effectory_memory
90,Unknown
91,CD8_Naive
92,Classical_mono
93,Unknown
94,naive_T_effectors
95,Classical_mono
96,naive_T_effectors
97,naive_T_effectors
98,naive_T_effectors
99,NK_Cells
100,Unknown
101,NK_Cells
102,naive_T_effectors
103,Classical_mono
104,Classical_mono
105,Classical_mono
106,Classical_mono
107,Classical_mono
108,naive_T_effectors
109,Unknown
110,naive_T_effectors
111,Classical_mono
112,Unknown
113,NK_Cells
114,CD8_Naive
115,naive_T_effectors
116,CD8_Effectory_memory
117,Classical_mono
118,CD8_Naive
119,CD8_Naive
120,Unknown
121,CD8_Effectory_memory
122,CD8_PeaReactive
123,CD8_Naive
124,naive_T_effectors
125,NK_Cells
126,CD8_Naive
127,CD8_Naive
128,NK_Cells
129,CD8_Effectory_memory
130,NK_Cells
131,Classical_mono
132,naive_T_effectors
133,Unknown
134,CD8_Naive
135,CD8_Naive
136,Unknown
137,CD8_Naive
138,Classical_mono
139,naive_T_effectors
140,Unknown
141,Unknown
142,Teffector_CM
143,CD8_Naive
144,NK_Cells
145,Unknown
146,naive_T_effectors
147,CD8_Naive
148,NK_Cells
149,CD8_Naive
150,naive_T_effectors
151,Unknown
152,Unknown
153,Unknown
154,naive_T_effectors
155,CD8_Naive
156,CD8_Naive
157,Classical_mono
158,naive_T_effectors
159,Unknown
160,Classical_mono
161,Unknown
162,Teffector_CM
163,NK_Cells
164,CD8_Naive
165,CD8_Naive
166,CD8_Naive
167,Unknown
168,naive_T_effectors
169,CD8_Naive
170,Classical_mono
171,CD8_Naive
172,Unknown
173,Unknown
174,CD8_Naive
175,Classical_mono
176,CD8_Naive
177,CD8_Naive
178,Classical_mono
179,CD8_Naive
180,Unknown
181,Unknown
182,Classical_mono
183,CD8_Naive
184,Unknown
185,Classical_mono
186,CD8_Naive
187,Classical_mono
188,NK_Cells
189,NK_Cells
190,CD8_Naive
191,naive_T_effectors
192,naive_T_effectors
193,Classical_mono
194,naive_T_effectors
195,Classical_mono
196,CD8_Naive
197,Classical_mono
198,NK_Cells
199,naive_T_effectors
200,Classical_mono
201,CD8_Naive
202,Unknown
203,NK_Cells
204,Classical_mono
205,Classical_mono
206,CD8_Naive
207,Unknown
208,CD8_Naive
209,mCD1
210,naive_T_effectors
211,naive_T_effectors
212,Treg_Naive
213,CD8_Naive
214,CD8_Naive
215,Classical_mono
216,naive_T_effectors
217,Classical_mono
218,Classical_mono
219,Unknown
220,Classical_mono
221,CD8_Naive
222,CD8_Naive
223,NK_Cells
224,NK_Cells
225,Treg_Naive
226,Classical_mono
227,Unknown
228,CD8_Naive
229,CD8_Naive
230,Classical_mono
231,Teffector_EM
232,NK_Cells
233,naive_T_effectors
234,Unknown
235,CD8_Naive
236,Unknown
237,Classical_mono
238,Classical_mono
239,CD8_Naive
240,CD8_Naive
241,Unknown
242,Classical_mono
243,Classical_mono
244,NK_Cells
245,NK_Cells
246,Classical_mono
247,naive_T_effectors
248,CD8_Naive
249,naive_T_effectors
250,Unknown
251,CD8_Naive
252,Teffector_EM
253,naive_T_effectors
254,Classical_mono
255,Classical_mono
256,naive_T_effectors
257,naive_T_effectors
258,Teffector_EM
259,CD8_Naive
260,CD8_Naive
261,CD8_Naive
262,NK_Cells
263,naive_T_effectors
264,NK_Cells
265,Classical_mono
266,Classical_mono
267,CD8_Naive
268,Unknown
269,CD8_Naive
270,CD8_Naive
271,Classical_mono
272,Unknown
273,naive_T_effectors
274,Teffector_CM
275,CD8_Naive
276,Teffector_EM
277,Classical_mono
278,Classical_mono
279,Classical_mono
280,CD8_Naive
281,CD8_Naive
282,Classical_mono
283,Unknown
284,Classical_mono
285,NK_Cells
286,Classical_mono
287,CD8_Naive
288,Teffector_CM
289,naive_T_effectors
290,Classical_mono
291,naive_T_effectors
292,Unknown
293,NK_Cells
294,Classical_mono
295,NK_Cells
296,naive_T_effectors
297,naive_T_effectors
298,Unknown
299,Classical_mono
300,Unknown
301,naive_T_effectors
302,naive_T_effectors
303,CD8_Naive
304,NK_Cells
305,CD8_Naive
306,NK_Cells
307,Unknown
308,CD8_Naive
309,Unknown
310,CD8_Naive
311,NK_Cells
312,NK_Cells
313,CD8_Naive
314,CD8_Naive
315,Classical_mono
316,naive_T_effectors
317,mCD1
318,Classical_mono
319,CD8_Naive
320,Unknown
321,Unknown
322,Classical_mono
323,Unknown
324,naive_T_effectors
325,CD8_Naive
326,naive_T_effectors
327,Unknown
328,naive_T_effectors
329,Classical_mono
330,NK_Cells
331,naive_T_effectors
332,NK_Cells
333,Unknown
334,pDCs
335,Teffector_CM
336,CD8_Naive
337,CD8_Naive
338,CD8_Naive
339,Classical_mono
340,naive_T_effectors
341,CD8_Naive
342,NK_Cells
343,Unknown
344,Unknown
345,naive_T_effectors
346,naive_T_effectors
347,Classical_mono
348,naive_T_effectors
349,Unknown
350,B_cells_Naive
351,Classical_mono
352,Unknown
353,Unknown
354,Classical_mono
355,CD8_Naive
356,CD8_Naive
357,Classical_mono
358,CD8_Naive
359,Unknown
360,Classical_mono
361,naive_T_effectors
362,NK_Cells
363,mCD1
364,naive_T_effectors
365,Teffector_EM
366,CD8_Naive
367,Classical_mono
368,naive_T_effectors
369,Classical_mono
370,naive_T_effectors
371,Classical_mono
372,Classical_mono
373,CD8_Naive
374,intermediate_mono
375,naive_T_effectors
376,NK_Cells
377,CD8_Naive
378,Unknown
379,Classical_mono
380,Classical_mono
381,naive_T_effectors
382,NK_Cells
383,CD8_Central_memory
384,CD8_Naive
385,Classical_mono
386,Unknown
387,Unknown
388,naive_T_effectors
389,NK_Cells
390,Teffector_CM
391,Classical_mono
392,Unknown
393,Classical_mono
394,Unknown
395,Unknown
396,Teffector_CM
397,Classical_mono
398,NK_Cells
399,NK_Cells
400,Unknown
401,CD8_Naive
402,naive_T_effectors
403,Classical_mono
404,CD8_Naive
405,NK_Cells
406,Unknown
407,CD8_Naive
408,CD8_Naive
409,CD8_Naive
410,Unknown
411,naive_T_effectors
412,naive_T_effectors
413,Classical_mono
414,Unknown
415,CD8_Central_memory
416,CD8_Central_memory
417,Teffector_CM
418,CD8_Naive
419,Classical_mono
420,Teffector_CM
421,Classical_mono
422,Unknown
423,CD8_Naive
424,Classical_mono
425,NK_Cells
426,Teffector_CM
427,NK_Cells
428,Unknown
429,naive_T_effectors
430,naive_T_effectors
431,Unknown
432,naive_T_effectors
433,naive_T_effectors
434,CD8_Effectory_memory
435,Treg_Naive
436,B_cells_Naive
437,Classical_mono
438,Classical_mono
439,Teffector_CM
440,CD8_Naive
441,Unknown
442,Unknown
443,CD8_Naive
444,Unknown
445,Classical_mono
446,Classical_mono
447,Classical_mono
448,Teffector_CM
449,Teffector_CM
450,CD8_Naive
451,CD8_Naive
452,NK_Cells
453,Unknown
454,NK_Cells
455,gdTCR_Naive
456,Unknown
457,CD8_Naive
458,Unknown
459,CD8_Naive
460,CD8_Naive
461,CD8_Naive
462,CD8_Naive
463,Classical_mono
464,NK_Cells
465,Classical_mono
466,NK_Cells
467,NK_Cells
468,NK_Cells
469,CD8_Naive
470,NK_Cells
471,Unknown
472,Unknown
473,Classical_mono
474,CD8_Naive
475,Classical_mono
476,NK_Cells
477,Classical_mono
478,Treg_Mem
479,Unknown
480,CD8_Naive
481,CD8_Central_memory
482,intermediate_mono
483,naive_T_effectors
484,Classical_mono
485,Classical_mono
486,NK_Cells
487,Classical_mono
488,Treg_Mem
489,Unknown
490,NK_Cells
491,CD8_Naive
492,NK_Cells
493,CD8_Naive
494,Teffector_CM
495,NK_Cells
496,CD8_Naive
497,NK_Cells
