Index,CellType
1,Classical_mono
2,naive_T_effectors
3,Unknown
4,naive_T_effectors
5,CD8_Naive
6,Teffector_CM
7,CD8_Naive
8,Unknown
9,Unknown
10,Unknown
11,Teffector_CM
12,CD8_Naive
13,Teffector_CM
14,B_cells_Naive
15,B_cells_Naive
16,naive_T_effectors
17,Teffector_CM
18,Unknown
19,B_cells_Naive
20,B_cells_Naive
21,B_cells_Naive
22,CD8_Naive
23,CD8_Naive
24,Teffector_CM
25,naive_T_effectors
26,naive_T_effectors
27,naive_T_effectors
28,naive_T_effectors
29,B_cells_Naive
30,NK_Cells
31,NK_Cells
32,Treg_Mem
33,Unknown
34,Teffector_CM
35,CD8_Naive
36,Unknown
37,Unknown
38,B_cells_Naive
39,naive_T_effectors
40,naive_T_effectors
41,naive_T_effectors
42,Unknown
43,NK_Cells
44,Unknown
45,naive_T_effectors
46,Teffector_CM
47,B_cells_Naive
48,Treg_Mem
49,CD8_Central_memory
50,Treg_Mem
51,CD8_Naive
52,Unknown
53,CD8_Central_memory
54,mCD1
55,naive_T_effectors
56,Unknown
57,NK_Cells
58,Treg_Mem
59,CD8_Naive
60,B_cells_Naive
61,Unknown
62,Teffector_EM
63,CD8_Naive
64,B_cells_Naive
65,CD8_Naive
66,Unknown
67,CD8_Naive
68,CD8_Effectory_memory
69,B_cells_Naive
70,naive_T_effectors
71,CD8_Naive
72,Teffector_CM
73,B_cells_Naive
74,CD8_Naive
75,Unknown
76,Unknown
77,B_cells_Naive
78,NK_Cells
79,Unknown
80,Treg_Mem
81,B_cells_Naive
82,Unknown
83,CD8_Naive
84,naive_T_effectors
85,B_cells_Naive
86,B_cells_Naive
87,Teffector_CM
88,B_cells_Naive
89,Unknown
90,naive_T_effectors
91,CD8_Naive
92,naive_T_effectors
93,CD8_Effectory_memory
94,CD8_Naive
95,Teffector_CM
96,CD8_PeaReactive
97,CD8_Central_memory
98,CD8_Central_memory
99,B_cells_Naive
100,naive_T_effectors
101,Classical_mono
102,naive_T_effectors
103,Unknown
104,Classical_mono
105,Unknown
106,Unknown
107,Unknown
108,Unknown
109,CD8_Effectory_memory
110,naive_T_effectors
111,CD8_Naive
112,Unknown
113,Treg_Mem
114,Unknown
115,CD8_Effectory_memory
116,CD8_PeaReactive
