Index,CellType
1,Unknown
2,B_cells_Naive
3,Unknown
4,Unknown
5,Unknown
6,B_cells_Naive
7,CD8_Naive
8,CD8_Naive
9,Teffector_EM
10,Unknown
11,naive_T_effectors
12,Unknown
13,naive_T_effectors
14,Unknown
15,CD8_Naive
16,Unknown
17,CD8_Naive
18,naive_T_effectors
19,CD8_Effectory_memory
20,Teffector_CM
21,Treg_Mem
22,naive_T_effectors
23,Unknown
24,B_cells_Naive
25,naive_T_effectors
26,Unknown
27,Unknown
28,Unknown
29,Teffector_CM
30,CD8_Naive
31,NK_Cells
32,Unknown
33,CD8_Naive
34,Classical_mono
35,Unknown
36,CD8_Central_memory
37,Unknown
38,Unknown
39,naive_T_effectors
40,Unknown
41,Teffector_CM
42,naive_T_effectors
43,Unknown
44,NK_Cells
45,CD8_Central_memory
46,NK_Cells
47,Unknown
48,Teffector_CM
49,Unknown
50,Unknown
51,CD8_Naive
52,naive_T_effectors
53,naive_T_effectors
54,naive_T_effectors
55,Unknown
56,NK_Cells
57,CD8_Naive
58,Unknown
59,gdTCR_Mem
60,Classical_mono
61,naive_T_effectors
62,naive_T_effectors
63,CD8_Effectory_memory
64,naive_T_effectors
65,Classical_mono
66,naive_T_effectors
67,Unknown
68,Unknown
69,CD8_Central_memory
70,naive_T_effectors
71,naive_T_effectors
72,Unknown
73,naive_T_effectors
74,Teffector_CM
75,naive_T_effectors
76,B_cells_Naive
77,B_cells_Naive
78,CD8_Naive
79,Unknown
80,Classical_mono
81,naive_T_effectors
82,CD8_Naive
83,naive_T_effectors
84,naive_T_effectors
85,Unknown
86,NK_Cells
87,B_cells_Naive
88,Unknown
89,Unknown
90,Unknown
91,NK_Cells
92,B_cells_Naive
93,Unknown
94,naive_T_effectors
95,CD8_Effectory_memory
96,Unknown
97,Teffector_CM
98,Teffector_EM
99,NK_Cells
100,Unknown
101,B_cells_Naive
102,Teffector_CM
103,naive_T_effectors
104,CD8_PeaReactive
105,CD8_Naive
106,Unknown
107,naive_T_effectors
108,NK_Cells
109,Teffector_CM
110,Unknown
111,B_cells_Naive
112,naive_T_effectors
113,CD8_Naive
114,Unknown
115,Unknown
116,Classical_mono
117,Classical_mono
118,B_cells_Naive
119,Unknown
120,CD8_Naive
121,NK_Cells
122,Unknown
123,Unknown
124,Unknown
125,naive_T_effectors
126,CD8_Naive
127,Unknown
128,B_cells_Naive
129,Unknown
130,Classical_mono
131,NK_Cells
132,Treg_Mem
133,CD8_Naive
134,CD8_Naive
135,Unknown
136,naive_T_effectors
137,Unknown
138,Treg_Naive
139,NK_Cells
140,CD8_Naive
141,NK_Cells
142,NK_Cells
143,NK_Cells
144,mCD1
145,naive_T_effectors
146,Unknown
147,Unknown
148,Unknown
149,naive_T_effectors
150,Unknown
151,Unknown
152,Teffector_CM
153,Unknown
154,naive_T_effectors
155,Teffector_CM
156,CD8_Naive
157,Unknown
158,Unknown
159,Unknown
160,Unknown
161,Unknown
162,B_cells_Naive
163,NK_Cells
164,Unknown
165,Unknown
166,NK_Cells
167,Unknown
168,CD8_Naive
169,Unknown
170,Unknown
171,B_cells_Naive
172,CD8_Naive
173,gdTCR_Mem
174,Unknown
175,Unknown
176,Unknown
177,Unknown
178,naive_T_effectors
179,Unknown
180,Unknown
181,Unknown
182,B_cells_Naive
183,NK_Cells
184,Teffector_CM
185,Teffector_CM
186,CD8_Naive
187,Unknown
188,Teffector_CM
189,naive_T_effectors
190,CD8_Naive
191,naive_T_effectors
192,CD8_Naive
193,NK_Cells
194,Treg_Mem
195,naive_T_effectors
196,Unknown
197,naive_T_effectors
198,Unknown
199,CD8_Naive
200,naive_T_effectors
201,Unknown
202,Unknown
203,Unknown
204,B_cells_Naive
205,naive_T_effectors
206,Classical_mono
207,CD8_Naive
208,Classical_mono
209,Unknown
210,Classical_mono
211,naive_T_effectors
212,naive_T_effectors
213,naive_T_effectors
214,Unknown
215,Unknown
216,NK_Cells
217,CD8_Central_memory
218,Unknown
219,B_cells_Naive
220,naive_T_effectors
221,Unknown
222,gdTCR_Mem
223,naive_T_effectors
224,Unknown
225,Unknown
226,Unknown
227,Treg_Mem
228,Unknown
229,CD8_Central_memory
230,Unknown
231,B_cells_Naive
232,CD8_Naive
233,Classical_mono
234,B_cells_Mem
235,B_cells_Naive
236,naive_T_effectors
237,NK_Cells
238,CD8_Effectory_memory
239,Unknown
240,B_cells_Mem
241,CD8_Naive
242,CD8_Naive
243,naive_T_effectors
244,Unknown
245,Classical_mono
246,naive_T_effectors
247,CD8_Naive
248,Unknown
249,gdTCR_Mem
250,naive_T_effectors
251,CD8_Naive
252,Unknown
253,Unknown
254,intermediate_mono
255,naive_T_effectors
256,naive_T_effectors
257,naive_T_effectors
258,CD8_Naive
259,CD8_Naive
260,Teffector_CM
261,B_cells_Naive
262,Unknown
263,naive_T_effectors
264,Teffector_CM
265,Unknown
266,CD8_Naive
267,naive_T_effectors
268,B_cells_Naive
269,Unknown
270,Teffector_CM
271,naive_T_effectors
272,B_cells_Naive
273,NK_Cells
274,Teffector_CM
275,naive_T_effectors
276,CD8_Naive
277,CD8_Central_memory
278,CD8_Naive
279,CD8_Naive
280,naive_T_effectors
281,CD8_Naive
282,naive_T_effectors
283,naive_T_effectors
284,CD8_Naive
285,Unknown
286,Unknown
287,naive_T_effectors
288,CD8_Naive
289,Teffector_EM
290,B_cells_Naive
291,NK_Cells
292,Unknown
293,Unknown
294,Unknown
295,Teffector_CM
296,CD8_Naive
297,Unknown
298,Unknown
299,B_cells_Naive
300,Classical_mono
301,CD8_Central_memory
302,Unknown
303,B_cells_Mem
304,naive_T_effectors
305,CD8_Effectory_memory
306,Unknown
307,Unknown
308,CD8_Naive
309,B_cells_Naive
310,Unknown
311,Unknown
312,Teffector_EM
313,NK_Cells
314,Classical_mono
315,NK_Cells
316,naive_T_effectors
317,Treg_Naive
318,NK_Cells
319,naive_T_effectors
320,Unknown
321,Unknown
322,B_cells_Naive
323,Classical_mono
324,NK_Cells
325,naive_T_effectors
326,Classical_mono
327,naive_T_effectors
328,Unknown
329,B_cells_Naive
330,Classical_mono
331,naive_T_effectors
332,CD8_Naive
333,NK_Cells
334,Unknown
335,naive_T_effectors
336,NK_Cells
337,naive_T_effectors
338,Unknown
339,B_cells_Naive
340,B_cells_Naive
341,naive_T_effectors
342,Unknown
343,CD8_Naive
344,Unknown
345,naive_T_effectors
346,naive_T_effectors
347,naive_T_effectors
348,Unknown
349,CD8_Naive
350,naive_T_effectors
351,naive_T_effectors
352,CD8_Naive
353,CD8_Naive
354,Teffector_CM
355,gdTCR_Mem
356,NK_Cells
357,CD8_Naive
358,Unknown
359,CD8_Naive
360,gdTCR_Mem
361,CD8_Naive
362,naive_T_effectors
363,Teffector_CM
364,naive_T_effectors
365,Unknown
366,Teffector_CM
367,Unknown
368,naive_T_effectors
369,naive_T_effectors
370,B_cells_Naive
371,Teffector_CM
372,CD8_Naive
373,CD8_Naive
374,CD8_Naive
375,Unknown
376,CD8_Naive
377,Teffector_CM
378,Unknown
379,Unknown
380,B_cells_Naive
381,Unknown
382,CD8_Naive
383,naive_T_effectors
384,Unknown
385,CD8_Naive
386,NK_Cells
387,Unknown
388,CD8_Naive
389,B_cells_Naive
390,Unknown
391,naive_T_effectors
392,naive_T_effectors
393,naive_T_effectors
394,Classical_mono
395,naive_T_effectors
396,Classical_mono
397,non_classical_mono
398,Unknown
399,CD8_Naive
400,Teffector_CM
401,naive_T_effectors
402,CD8_Effectory_memory
403,Unknown
404,Classical_mono
405,Teffector_CM
406,NK_Cells
407,Unknown
408,Unknown
409,naive_T_effectors
410,Unknown
411,NK_Cells
412,Unknown
413,NK_Cells
414,Unknown
415,Unknown
416,Unknown
417,naive_T_effectors
418,Unknown
419,Unknown
420,NK_Cells
421,Unknown
422,B_cells_Naive
423,NK_Cells
424,Classical_mono
425,non_classical_mono
426,Unknown
427,Teffector_CM
428,NK_Cells
429,Classical_mono
430,naive_T_effectors
431,Unknown
432,Unknown
433,NK_Cells
434,CD8_Naive
435,naive_T_effectors
436,naive_T_effectors
437,naive_T_effectors
438,Classical_mono
439,naive_T_effectors
440,Unknown
441,Unknown
442,naive_T_effectors
443,B_cells_Naive
444,naive_T_effectors
445,B_cells_Naive
446,NK_Cells
447,Unknown
448,gdTCR_Naive
449,Unknown
450,Classical_mono
451,naive_T_effectors
452,naive_T_effectors
453,Teffector_CM
454,Teffector_CM
455,naive_T_effectors
456,Unknown
457,Unknown
458,naive_T_effectors
459,naive_T_effectors
460,Teffector_CM
461,naive_T_effectors
462,naive_T_effectors
463,naive_T_effectors
464,B_cells_Naive
465,Teffector_CM
